PeakID (cmd=annotatePeaks.pl 4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4824	chr5	157403875	157403964	+	4613	NA	Intergenic--5220	U2|snRNA|snRNA	-117736	NM_001195555	9685	Hs.644000	NM_014666	ENSG00000113282	CLINT1	CLINT|ENTH|EPN4|EPNR	clathrin interactor 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4946	chr6	27302752	27302807	+	4611	NA	Intergenic--5529	tRNA-Lys-AAA|tRNA|tRNA	10239	NR_045612	387316	Hs.326753	NM_032030		VN1R10P	FKSG83|VNR6I1P|b24o18.2|hs6V1-1p	vomeronasal 1 receptor 10 pseudogene	pseudo
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3520	chr2	33141270	33141368	+	4542	NA	intron (NR_027099, intron 5 of 5)	(G)n|Simple_repeat|Simple_repeat	-10875	NR_027097	100271832	Hs.743603	NR_027097		LOC100271832	-	uncharacterized LOC100271832	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5297	chr6	4428196	4428318	+	4473	NA	non-coding (NR_106988, exon 1 of 1).21	promoter-TSS (NR_106988).21	21	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_396	chr1	149858135	149858232	+	4471	NA	exon (NM_003528, exon 1 of 1)	promoter-TSS (NM_003517)	49	NM_003528	8349	Hs.2178	NM_003528	ENSG00000184678	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	histone cluster 2, H2be	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2652	chr17	41464673	41464785	+	4410	NA	intron (NR_027412, intron 1 of 5)	U2|snRNA|snRNA	1537	NR_027412	100130581	Hs.546897	NR_027412	ENSG00000188825	LINC00910	-	long intergenic non-protein coding RNA 910	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3384	chr19	49468565	49468717	+	4400	NA	5' UTR (NM_000146, exon 1 of 4)	promoter-TSS (NM_000146)	75	NM_000146	2512	Hs.433670	NM_000146	ENSG00000087086	FTL	LFTD|NBIA3	ferritin, light polypeptide	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6324	chr9	98622194	98622244	+	4388	NA	intron (NR_023390, intron 1 of 2)	U2|snRNA|snRNA	-15681	NM_001010895	375748	Hs.432364	NM_020207	ENSG00000182150	ERCC6L2	BMFS2|C9orf102|RAD26L|SR278	excision repair cross-complementation group 6-like 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6097	chr8	60368444	60368505	+	4342	NA	Intergenic--7432	5S|rRNA|rRNA	-336707	NM_014729	9760	Hs.491805	NM_014729	ENSG00000198846	TOX	TOX1	thymocyte selection-associated high mobility group box	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1604b	chr12	120729553	120729707	+	4219	NA	Intergenic--11066	U4|snRNA|snRNA	-10494	NM_012240	23409	Hs.50861	NM_012240	ENSG00000089163	SIRT4	SIR2L4	sirtuin 4	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4796	chr4	109541723	109541802	+	4124	NA	5' UTR (NM_033625, exon 1 of 6)	promoter-TSS (NM_033625)	13	NM_033625	6164	Hs.438227	NM_000995	ENSG00000109475	RPL34	L34	ribosomal protein L34	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4375	chr3	39448211	39448267	+	4084	NA	5' UTR (NM_002295, exon 1 of 7)	promoter-TSS (NM_002295)	59	NM_001304288	3921	Hs.449909	NM_002295	ENSG00000168028	RPSA	37LRP|67LR|ICAS|LAMBR|LAMR1|LBP|LBP/p40|LRP|LRP/LR|NEM/1CHD4|SA|lamR|p40	ribosomal protein SA	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1242	chr11	75110561	75110633	+	4082	NA	5' UTR (NM_001260507, exon 1 of 6)	promoter-TSS (NR_000005)	62	NM_001260506	6188	Hs.546286	NM_001005	ENSG00000149273	RPS3	S3	ribosomal protein S3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1352	chr12	12756791	12756844	+	3995	NA	Intergenic--10435	AluSx1|SINE|Alu	-7950	NM_001310	1389	Hs.591156	NM_001310	ENSG00000111269	CREBL2	-	cAMP responsive element binding protein-like 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5355	chr7	25164806	25164883	+	3914	NA	5' UTR (NM_018947, exon 1 of 3)	5' UTR (NM_018947, exon 1 of 3)	136	NM_018947	54205	Hs.437060	NM_018947		CYCS	CYC|HCS|THC4	cytochrome c, somatic	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3062	chr19	39926491	39926590	+	3902	NA	5' UTR (NM_001020, exon 1 of 5)	promoter-TSS (NM_001020)	78	NM_001020	6217	Hs.397609	NM_001020	ENSG00000105193	RPS16	S16	ribosomal protein S16	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5189	chr6	126301021	126301082	+	3864	NA	3' UTR (NM_138571, exon 5 of 5)	3' UTR (NM_138571, exon 5 of 5)	-6525	NM_001031712	60487	Hs.404186	NM_021820	ENSG00000066651	TRMT11	C6orf75|MDS024|TRM11|TRMT11-1	tRNA methyltransferase 11 homolog	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_425	chr1	153508391	153508519	+	3854	NA	5' UTR (NM_014624, exon 1 of 3)	5' UTR (NM_014624, exon 1 of 3)	262	NM_014624	6277	Hs.275243	NM_014624	ENSG00000197956	S100A6	2A9|5B10|CABP|CACY|PRA	S100 calcium binding protein A6	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1920	chr14	74055506	74055567	+	3845	NA	Intergenic--11875	tRNA-Lys-AAA|tRNA|tRNA	-2874	NM_152331	122970	Hs.49433	NM_152331		ACOT4	PTE-Ib|PTE1B|PTE2B	acyl-CoA thioesterase 4	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5967	chr7	148638580	148638680	+	3815	NA	Intergenic--7050	HY5|scRNA|scRNA	-45989	NR_130107	102723099	Hs.621982	NR_130107	ENSG00000281189	GHET1	lncRNA-GHET1	gastric carcinoma proliferation enhancing transcript 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3621	chr2	85132777	85132855	+	3796	NA	5' UTR (NM_021103, exon 1 of 3)	promoter-TSS (NM_021103)	53	NM_021103	9168	Hs.446574	NM_021103	ENSG00000034510	TMSB10	MIG12|TB10	thymosin beta 10	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4063	chr20	47895482	47895567	+	3786	NA	non-coding (NR_002433, exon 1 of 1)	promoter-TSS (NR_002433)	42	NR_002433	26765		NR_002433	ENSG00000209042	SNORD12C	E2|E2-1|E3|RNU106|SNORD106|U106	small nucleolar RNA, C/D box 12C	snoRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6456	chr9	136216251	136216334	+	3719	NA	non-coding (NR_002447, exon 1 of 1)	promoter-TSS (NR_002447)	41	NR_002447	26820		NR_002447	ENSG00000206611	SNORD24	RNU24|U24	small nucleolar RNA, C/D box 24	snoRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5896	chr8	146017706	146017805	+	3676	NA	5' UTR (NM_000973, exon 1 of 6)	promoter-TSS (NM_033301)	-26	NM_033301	6132	Hs.178551	NM_000973	ENSG00000161016	RPL8	L8	ribosomal protein L8	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_192	chr1	45241213	45241311	+	3649	NA	5' UTR (NM_001012, exon 1 of 6)	promoter-TSS (NR_000024)	16	NM_001012	6202	Hs.512675	NM_001012	ENSG00000142937	RPS8	S8	ribosomal protein S8	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5428	chr6	33239853	33239933	+	3638	NA	5' UTR (NM_022551, exon 1 of 6)	promoter-TSS (NM_022551)	41	NM_022551	6222	Hs.448854	NM_022551	ENSG00000231500	RPS18	D6S218E|HKE3|KE-3|KE3|S18	ribosomal protein S18	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2778	chr17	79479731	79479828	+	3582	NA	5' UTR (NM_001199954, exon 1 of 6)	non-coding (NR_037688, exon 1 of 7)	113	NR_037688	71	Hs.514581	NM_001614	ENSG00000184009	ACTG1	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	actin gamma 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6078	chr9	113018696	113018868	+	3528	NA	5' UTR (NM_003329, exon 1 of 5)	5' UTR (NM_003329, exon 1 of 5)	138	NM_003329	7295	Hs.435136	NM_003329	ENSG00000136810	TXN	TRDX|TRX|TRX1	thioredoxin	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_429	chr1	153518185	153518282	+	3480	NA	5' UTR (NM_019554, exon 1 of 4)	promoter-TSS (NM_019554)	15	NR_125947	101928034	Hs.711397	NR_125947		LOC101928034	-	uncharacterized LOC101928034	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6311	chr9	91926110	91926236	+	3467	NA	5' UTR (NM_001827, exon 1 of 3)	promoter-TSS (NR_036108)	63	NM_001827	1164	Hs.83758	NM_001827	ENSG00000123975	CKS2	CKSHS2	CDC28 protein kinase regulatory subunit 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_986	chr11	8704312	8704395	+	3467	NA	5' UTR (NM_000990, exon 1 of 5)	5' UTR (NM_000990, exon 1 of 5)	358	NM_000990	6157	Hs.523463	NM_000990	ENSG00000166441	RPL27A	L27A	ribosomal protein L27a	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_123	chr1	28905263	28905332	+	3456	NA	non-coding (NR_003077, exon 1 of 1)	promoter-TSS (NR_003077)	37	NR_003077	692212		NR_003077	ENSG00000221539	SNORD99	HBII-420	small nucleolar RNA, C/D box 99	snoRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1073	chr11	57587105	57587168	+	3397	NA	Intergenic	TTS (NM_001085463)	57902	NM_001085465	1500	Hs.166011	NM_001331	ENSG00000198561	CTNND1	CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN)	catenin (cadherin-associated protein), delta 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4107	chr3	101405488	101405561	+	3394	NA	5' UTR (NM_000986, exon 1 of 6)	promoter-TSS (NM_000986)	39	NM_000986	6152	Hs.477028	NM_000986	ENSG00000114391	RPL24	HEL-S-310|L24	ribosomal protein L24	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_215	chr1	52439083	52439143	+	3375	NA	intron (NM_002867, intron 2 of 4)	5S|rRNA|rRNA	17323	NM_002867	5865	Hs.123072	NM_002867	ENSG00000169213	RAB3B	-	RAB3B, member RAS oncogene family	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3652	chr2	101618738	101618815	+	3295	NA	5' UTR (NM_000993, exon 1 of 5)	promoter-TSS (NM_000993)	85	NM_001099693	6160	Hs.469473	NM_000993	ENSG00000071082	RPL31	L31	ribosomal protein L31	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5022	chr6	34393753	34393857	+	3273	NA	5' UTR (NM_001204091, exon 1 of 6)	promoter-TSS (NM_001202470)	13	NM_001203245	6204	Hs.406620	NM_001014	ENSG00000124614	RPS10	DBA9|S10	ribosomal protein S10	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4049	chr3	52029849	52029936	+	3243	NA	5' UTR (NM_000992, exon 1 of 4)	promoter-TSS (NM_000992)	66	NM_000992	6159	Hs.425125	NM_000992	ENSG00000162244	RPL29	HIP|HUMRPL29|L29|RPL29P10|RPL29_3_370	ribosomal protein L29	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6500d	chrM	1995	2461	+	3203	NA	NA	Intergenic	NA	NA								
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_520	chr1	183429931	183429983	+	3136	NA	Intergenic	TTS (NR_040063)	11160	NR_040063	284649	Hs.127384	NR_040063	ENSG00000232860	SMG7-AS1	DKFZP564C196	SMG7 antisense RNA 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6127	chr9	127624150	127624242	+	3120	NA	5' UTR (NM_007209, exon 1 of 4)	promoter-TSS (NM_007209)	44	NM_007209	11224	Hs.182825	NM_007209	ENSG00000136942	RPL35	L35	ribosomal protein L35	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1554a	chr12	56510397	56510626	+	3116	NA	5' UTR (NM_001035267, exon 1 of 3)	5' UTR (NM_001035267, exon 1 of 3)	137	NM_001035267	6171	Hs.112553	NM_021104	ENSG00000229117	RPL41	L41	ribosomal protein L41	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5361	chr7	26240269	26240393	+	3085	NA	5' UTR (NM_031243, exon 1 of 12)	promoter-TSS (NM_031243)	82	NM_031243	3181	Hs.487774	NM_002137	ENSG00000122566	HNRNPA2B1	HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1	heterogeneous nuclear ribonucleoprotein A2/B1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_631	chr1	226250419	226250475	+	3067	NA	5' UTR (NM_002107, exon 1 of 4)	promoter-TSS (NR_002315)	19	NR_002315	440926	Hs.533624	NR_002315		H3F3AP4	p13	H3 histone, family 3A, pseudogene 4	pseudo
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6395	chr9	127867711	127867793	+	3062	NA	intron (NM_173690, intron 2 of 18)	U2|snRNA|snRNA	38086	NM_001144877	286205	Hs.59504	NM_173690	ENSG00000173611	SCAI	C9orf126|NET40	suppressor of cancer cell invasion	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5024	chr5	67542623	67542684	+	3057	NA	intron (NM_181523, intron 2 of 15)	intron (NM_181523, intron 2 of 15)	31069	NM_181523	5295	Hs.132225	NM_181504	ENSG00000145675	PIK3R1	AGM7|GRB1|IMD36|p85|p85-ALPHA	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5370	chr6	27114881	27114962	+	3051	NA	exon (NM_080596, exon 1 of 1)	promoter-TSS (NM_080593)	60	NM_080596	85235	Hs.352225	NM_080596	ENSG00000274997	HIST1H2AH	H2A/S|H2AFALii|H2AH|dJ86C11.1	histone cluster 1, H2ah	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6500e	chrM	1995	2461	+	3029	NA	NA	Intergenic	NA	NA								
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5588	chr7	148684230	148684341	+	2983	NA	Intergenic	promoter-TSS (NR_130107)	-334	NR_130107	102723099	Hs.621982	NR_130107	ENSG00000281189	GHET1	lncRNA-GHET1	gastric carcinoma proliferation enhancing transcript 1	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1152	chr11	64915060	64915144	+	2960	NA	Intergenic--9830	U2|snRNA|snRNA	-13099	NM_032431	84447	Hs.75859	NM_032431	ENSG00000162298	SYVN1	DER3|HRD1	synovial apoptosis inhibitor 1, synoviolin	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3592	chr2	232366833	232366912	+	2940	NA	Intergenic--2773	U2|snRNA|snRNA	12178	NR_024079	151477	Hs.375211	NM_173513	ENSG00000181798	LINC00471	C2orf52	long intergenic non-protein coding RNA 471	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1508	chr12	52445225	52445291	+	2919	NA	5' UTR (NM_002135, exon 1 of 8)	promoter-TSS (NM_002135)	72	NM_173157	3164	Hs.524430	NM_002135	ENSG00000123358	NR4A1	GFRP1|HMR|N10|NAK-1|NGFIB|NP10|NUR77|TR3	nuclear receptor subfamily 4, group A, member 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3812	chr2	198365069	198365177	+	2914	NA	5' UTR (NM_002157, exon 1 of 4)	promoter-TSS (NM_199440)	-125	NM_199440	3329	Hs.595053	NM_002156	ENSG00000144381	HSPD1	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13	heat shock 60kDa protein 1 (chaperonin)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3245	chr19	18682667	18682744	+	2886	NA	5' UTR (NM_001033930, exon 1 of 5)	promoter-TSS (NM_003333)	91	NM_001033930	7311	Hs.5308	NM_003333	ENSG00000221983	UBA52	CEP52|HUBCEP52|L40|RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1260	chr11	100772800	100772854	+	2874	NA	intron (NM_152432, intron 4 of 23)	intron (NM_152432, intron 4 of 23)	-89984	NM_032021	83935	Hs.44004	NM_032021	ENSG00000170647	TMEM133	AD031	transmembrane protein 133	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3791	chr2	189839085	189839232	+	2865	NA	5' UTR (NM_000090, exon 1 of 51)	promoter-TSS (NM_000090)	59	NM_000090	1281	Hs.443625	NM_000090	ENSG00000168542	COL3A1	EDS4A	collagen, type III, alpha 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3962	chr3	12882953	12883044	+	2856	NA	5' UTR (NM_001007073, exon 1 of 4)	promoter-TSS (NM_001007073)	83	NM_001007073	6161	Hs.265174	NM_000994	ENSG00000144713	RPL32	L32|PP9932	ribosomal protein L32	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4643	chr3	197677061	197677138	+	2846	NA	5' UTR (NM_001316311, exon 1 of 5)	promoter-TSS (NM_000996)	4	NM_001316311	6165	Hs.529631	NM_000996	ENSG00000182899	RPL35A	DBA5|L35A	ribosomal protein L35a	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3459	chr2	3622873	3622976	+	2846	NA	5' UTR (NM_001011, exon 1 of 7)	promoter-TSS (NM_001011)	71	NM_001011	6201	Hs.534346	NM_001011	ENSG00000171863	RPS7	DBA8|S7	ribosomal protein S7	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_410	chr1	153963238	153963296	+	2813	NA	5' UTR (NM_001030, exon 1 of 4)	promoter-TSS (NM_001030)	28	NM_001030	6232	Hs.546291	NM_001030	ENSG00000177954	RPS27	MPS-1|MPS1|S27	ribosomal protein S27	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4379	chr3	40498823	40498887	+	2794	NA	5' UTR (NM_001034996, exon 1 of 6)	promoter-TSS (NM_001034996)	25	NM_001034996	9045	Hs.446522	NM_003973	ENSG00000188846	RPL14	CAG-ISL-7|CTG-B33|L14|RL14|hRL14	ribosomal protein L14	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2921	chr19	3985361	3985461	+	2788	NA	5' UTR (NM_001961, exon 1 of 15)	promoter-TSS (NM_001961)	50	NM_001961	1938	Hs.515070	NM_001961	ENSG00000167658	EEF2	EEF-2|EF-2|EF2|SCA26	eukaryotic translation elongation factor 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1144	chr11	64889536	64889660	+	2783	NA	5' UTR (NM_001997, exon 1 of 5)	promoter-TSS (NM_001997)	-57	NR_037567	740	Hs.744882	NM_004927	ENSG00000149792	MRPL49	C11orf4|L49mt|MRP-L49|NOF|NOF1	mitochondrial ribosomal protein L49	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5989b	chr9	35657750	35658017	+	2781	NA	non-coding (NR_003051, exon 1 of 1)	promoter-TSS (NM_001195217)	132	NR_003051	6023	Hs.587502	NR_003051	ENSG00000269900	RMRP	CHH|NME1|RMRPR|RRP2	RNA component of mitochondrial RNA processing endoribonuclease	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4505	chr4	166214372	166214462	+	2772	NA	intron (NM_007246, intron 5 of 14)	U2|snRNA|snRNA	-13242	NR_026575	2713	Hs.654557	NR_026575		GK3P	GKP3|GKTB	glycerol kinase 3 pseudogene	pseudo
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1632	chr12	98897281	98897374	+	2767	NA	intron (NR_038383, intron 1 of 3)	tRNA-Asp-GAY|tRNA|tRNA	306	NR_038383	643770	Hs.129589	NR_038383	ENSG00000245017	LOC643770	-	uncharacterized LOC643770	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4807	chr4	119200344	119200408	+	2765	NA	non-coding (NR_002963, exon 1 of 1)	promoter-TSS (NR_002963)	31	NR_002963	677809	Hs.744742	NR_002963	ENSG00000275994	SNORA24	ACA24	small nucleolar RNA, H/ACA box 24	snoRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5485	chr6	44214834	44214919	+	2753	NA	5' UTR (NM_007355, exon 1 of 12)	5' UTR (NM_007355, exon 1 of 12)	181	NM_001271972	3326	Hs.509736	NM_007355	ENSG00000096384	HSP90AB1	D6S182|HSP84|HSP90B|HSPC2|HSPCB	heat shock protein 90kDa alpha (cytosolic), class B member 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1158	chr11	65190269	65190360	+	2749	NA	non-coding (NR_131012, exon 1 of 1)	promoter-TSS (NR_131012)	45	NR_131012	283131	Hs.523789	NR_002802		NEAT1	LINC00084|NCRNA00084|TncRNA|VINC	nuclear paraspeckle assembly transcript 1 (non-protein coding)	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2870	chr18	47018785	47018852	+	2729	NA	5' UTR (NM_001199344, exon 1 of 7)	promoter-TSS (NM_001199344)	16	NM_001199344	6139	Hs.293653	NM_000985	ENSG00000265681	RPL17	L17|PD-1|RPL23	ribosomal protein L17	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3900	chr22	39715047	39715118	+	2711	NA	non-coding (NR_002439, exon 1 of 1)	promoter-TSS (NR_002439)	36	NR_002439	26807		NR_002439	ENSG00000263764	SNORD43	RNU43|U43	small nucleolar RNA, C/D box 43	snoRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_597	chr1	208189331	208189380	+	2688	NA	Intergenic--1486	MIR3|SINE|MIR	-104672	NM_001773	947	Hs.374990	NM_001773	ENSG00000174059	CD34	-	CD34 molecule	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4227	chr3	164383722	164383772	+	2688	NA	Intergenic--3605	Intergenic	165521	NR_126405	104355289	Hs.574909	NR_126405	ENSG00000241767	LINC01324	-	long intergenic non-protein coding RNA 1324	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5323	chr7	5570140	5570232	+	2680	NA	5' UTR (NM_001101, exon 1 of 6)	promoter-TSS (NM_001101)	46	NM_001101	60	Hs.520640	NM_001101	ENSG00000075624	ACTB	BRWS1|PS1TP5BP1	actin, beta	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2906	chr17	72199818	72199914	+	2668	NA	5' UTR (NM_000999, exon 1 of 5)	promoter-TSS (NM_001035258)	71	NM_000999	6169	Hs.380953	NM_000999	ENSG00000172809	RPL38	L38	ribosomal protein L38	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_194	chr1	45285538	45285671	+	2666	NA	3' UTR (NM_001166292, exon 23 of 23)	TTS (NM_001166292)	11450	NM_001136537	149478	Hs.632400	NM_001136537	ENSG00000222009	BTBD19	-	BTB (POZ) domain containing 19	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4228	chr22	38071643	38071728	+	2652	NA	5' UTR (NM_002305, exon 1 of 4)	promoter-TSS (NM_002305)	72	NM_002305	3956	Hs.445351	NM_002305	ENSG00000100097	LGALS1	GAL1|GBP	lectin, galactoside-binding, soluble, 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1427	chr12	49525043	49525180	+	2647	NA	5' UTR (NM_006082, exon 1 of 4)	5' UTR (NM_006082, exon 1 of 4)	193	NM_006082	10376	Hs.524390	NM_006082	ENSG00000123416	TUBA1B	K-ALPHA-1	tubulin, alpha 1b	protein-coding
