PeakID (cmd=annotatePeaks.pl 4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3611	chr22	39715041	39715118	+	4207	NA	non-coding (NR_002439, exon 1 of 1)	promoter-TSS (NR_002439)	39	NR_002439	26807		NR_002439	ENSG00000263764	SNORD43	RNU43|U43	small nucleolar RNA, C/D box 43	snoRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3973	chr3	39448211	39448275	+	4191	NA	5' UTR (NM_002295, exon 1 of 7)	promoter-TSS (NM_002295)	63	NM_001304288	3921	Hs.449909	NM_002295	ENSG00000168028	RPSA	37LRP|67LR|ICAS|LAMBR|LAMR1|LBP|LBP/p40|LRP|LRP/LR|NEM/1CHD4|SA|lamR|p40	ribosomal protein SA	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5953g	chrM	1547	2461	+	4182	NA	NA	Intergenic	NA	NA								
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4769	chr5	170814854	170814939	+	4171	NA	5' UTR (NM_001037738, exon 1 of 10)	5' UTR (NM_001037738, exon 1 of 10)	188	NM_001037738	4869	Hs.557550	NM_002520	ENSG00000181163	NPM1	B23|NPM	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2034	chr15	69745157	69745284	+	4167	NA	5' UTR (NM_001003, exon 1 of 4)	promoter-TSS (NM_001003)	61	NM_213725	6176	Hs.356502	NM_001003	ENSG00000137818	RPLP1	LP1|P1|RPP1	ribosomal protein, large, P1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3171	chr2	33141271	33141368	+	4147	NA	intron (NR_027099, intron 5 of 5)	(G)n|Simple_repeat|Simple_repeat	-10875	NR_027097	100271832	Hs.743603	NR_027097		LOC100271832	-	uncharacterized LOC100271832	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1257	chr12	6643683	6643774	+	4126	NA	5' UTR (NM_002046, exon 1 of 9)	promoter-TSS (NM_001256799)	-97	NM_001289746	2597	Hs.544577	NM_002046	ENSG00000111640	GAPDH	G3PD|GAPD|HEL-S-162eP	glyceraldehyde-3-phosphate dehydrogenase	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4133	chr3	150905886	150905962	+	4090	NA	intron (NM_053002, intron 11 of 42)	5S|rRNA|rRNA	15064	NM_013308	29909	Hs.549152	NM_013308	ENSG00000174946	GPR171	H963	G protein-coupled receptor 171	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3466	chr20	57607286	57607410	+	4054	NA	5' UTR (NM_006886, exon 1 of 3)	promoter-TSS (NM_006886)	74	NM_006886	514	Hs.177530	NM_006886		ATP5E	ATPE|MC5DN3	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4584	chr6	26056589	26056701	+	4047	NA	exon (NM_005319, exon 1 of 1)	promoter-TSS (NM_005319)	54	NM_005319	3006	Hs.7644	NM_005319	ENSG00000187837	HIST1H1C	H1.2|H1C|H1F2|H1s-1	histone cluster 1, H1c	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4261	chr4	40992181	40992230	+	4033	NA	intron (NM_004307, intron 6 of 17)	5S|rRNA|rRNA	-132996	NM_001166054	323	Hs.479602	NM_004307	ENSG00000163697	APBB2	FE65L|FE65L1	amyloid beta (A4) precursor protein-binding, family B, member 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_381	chr1	149858134	149858232	+	4031	NA	exon (NM_003528, exon 1 of 1)	promoter-TSS (NM_003517)	49	NM_003528	8349	Hs.2178	NM_003528	ENSG00000184678	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	histone cluster 2, H2be	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4887	chr6	27100821	27100920	+	3994	NA	exon (NM_021064, exon 1 of 1)	promoter-TSS (NM_021058)	53	NM_021064	8969	Hs.51011	NM_021064		HIST1H2AG	H2A.1b|H2A/p|H2AFP|H2AG|pH2A/f	histone cluster 1, H2ag	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5953h	chrM	1547	2461	+	3956	NA	NA	Intergenic	NA	NA								
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1776	chr14	74055506	74055567	+	3938	NA	Intergenic--11875	tRNA-Lys-AAA|tRNA|tRNA	-2874	NM_152331	122970	Hs.49433	NM_152331		ACOT4	PTE-Ib|PTE1B|PTE2B	acyl-CoA thioesterase 4	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2272	chr16	68776380	68776465	+	3935	NA	non-coding (NR_106988, exon 1 of 1).17	promoter-TSS (NR_106988).17	3	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4814	chr6	110074384	110074458	+	3826	NA	intron (NM_014845, intron 10 of 22)	promoter-TSS (NR_106988).22	-2	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4422	chr5	10250365	10250548	+	3820	NA	exon (NM_012073, exon 1 of 11)	promoter-TSS (NM_199133)	-193	NM_001306156	22948	Hs.1600	NM_012073	ENSG00000150753	CCT5	CCT-epsilon|CCTE|HEL-S-69|PNAS-102|TCP-1-epsilon	chaperonin containing TCP1, subunit 5 (epsilon)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2345	chr17	2092238	2092300	+	3809	NA	intron (NM_001256827, intron 3 of 11)	5S|rRNA|rRNA	-43703	NR_110888	101927839	Hs.665648	NR_110888	ENSG00000225084	LOC101927839	-	uncharacterized LOC101927839	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1344	chr12	28658327	28658399	+	3800	NA	intron (NM_018318, intron 11 of 11)	5S|rRNA|rRNA	248230	NM_018318	55297	Hs.653125	NM_018318	ENSG00000123106	CCDC91	HSD8|p56	coiled-coil domain containing 91	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3107	chr19	58898636	58898727	+	3744	NA	5' UTR (NM_001009, exon 1 of 6)	promoter-TSS (NR_039910)	45	NM_001009	6193	Hs.378103	NM_001009	ENSG00000083845	RPS5	S5	ribosomal protein S5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3263	chr2	83038777	83038838	+	3716	NA	Intergenic--2113	U2|snRNA|snRNA	-45120	NR_033423	1720	Hs.169235	NR_033423		LOC1720	-	dihydrofolate reductase pseudogene	pseudo
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3045	chr19	49468565	49468788	+	3699	NA	5' UTR (NM_000146, exon 1 of 4)	5' UTR (NM_000146, exon 1 of 4)	110	NM_000146	2512	Hs.433670	NM_000146	ENSG00000087086	FTL	LFTD|NBIA3	ferritin, light polypeptide	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1129	chr11	75110561	75110655	+	3655	NA	5' UTR (NM_001260507, exon 1 of 6)	promoter-TSS (NR_000005)	73	NM_001005	6188	Hs.546286	NM_001005	ENSG00000149273	RPS3	S3	ribosomal protein S3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3836	chr3	127793965	127794092	+	3545	NA	Intergenic	promoter-TSS (NR_046645)	-625	NR_046645	100874089	Hs.581603	NR_046645	ENSG00000239608	RUVBL1-AS1	-	RUVBL1 antisense RNA 1	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4607	chr6	27114552	27114634	+	3511	NA	5' UTR (NM_080593, exon 1 of 2)	promoter-TSS (NM_080593)	44	NM_080593	85236	Hs.437275	NM_080593		HIST1H2BK	H2B/S|H2BFAiii|H2BFT|H2BK	histone cluster 1, H2bk	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2396	chr17	37009117	37009239	+	3502	NA	non-coding (NR_002576, exon 1 of 1)	promoter-TSS (NR_002576)	70	NR_002576	619505	Hs.738742	NR_002576	ENSG00000199293	SNORA21	ACA21	small nucleolar RNA, H/ACA box 21	snoRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_410	chr1	153518187	153518282	+	3500	NA	5' UTR (NM_019554, exon 1 of 4)	promoter-TSS (NM_019554)	16	NR_125947	101928034	Hs.711397	NR_125947		LOC101928034	-	uncharacterized LOC101928034	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4610	chr6	27302752	27302807	+	3469	NA	Intergenic--5529	tRNA-Lys-AAA|tRNA|tRNA	10239	NR_045612	387316	Hs.326753	NM_032030		VN1R10P	FKSG83|VNR6I1P|b24o18.2|hs6V1-1p	vomeronasal 1 receptor 10 pseudogene	pseudo
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5449	chr7	148638580	148638680	+	3434	NA	Intergenic--7050	HY5|scRNA|scRNA	-45989	NR_130107	102723099	Hs.621982	NR_130107	ENSG00000281189	GHET1	lncRNA-GHET1	gastric carcinoma proliferation enhancing transcript 1	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4331	chr4	109541724	109541797	+	3375	NA	5' UTR (NM_033625, exon 1 of 6)	promoter-TSS (NM_033625)	11	NM_033625	6164	Hs.438227	NM_000995	ENSG00000109475	RPL34	L34	ribosomal protein L34	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_260	chr1	72642612	72642675	+	3371	NA	intron (NM_173808, intron 1 of 6)	5S|rRNA|rRNA	105634	NM_173808	257194	Hs.146542	NM_173808	ENSG00000172260	NEGR1	DMML2433|IGLON4|KILON|Ntra	neuronal growth regulator 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_553	chr1	208189331	208189380	+	3337	NA	Intergenic--1486	MIR3|SINE|MIR	-104672	NM_001773	947	Hs.374990	NM_001773	ENSG00000174059	CD34	-	CD34 molecule	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5151	chr6	165823065	165823114	+	3305	NA	intron (NM_006661, intron 14 of 22)	promoter-TSS (NR_106988).24	-1	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5914	chrX	152716623	152716682	+	3278	NA	intron (NR_073156, intron 12 of 12)	U2|snRNA|snRNA	-4707	NM_080701	11219	Hs.644635	NM_080699	ENSG00000183479	TREX2	-	three prime repair exonuclease 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1500	chr12	98897281	98897368	+	3271	NA	intron (NR_038383, intron 1 of 3)	tRNA-Asp-GAY|tRNA|tRNA	309	NR_038383	643770	Hs.129589	NR_038383	ENSG00000245017	LOC643770	-	uncharacterized LOC643770	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5835	chr9	123248899	123248951	+	3267	NA	intron (NR_073555, intron 14 of 37)	intron (NR_073555, intron 14 of 37)	93523	NM_018249	55755	Hs.269560	NM_018249	ENSG00000136861	CDK5RAP2	C48|Cep215|MCPH3	CDK5 regulatory subunit associated protein 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4967	chr7	25164802	25164882	+	3244	NA	5' UTR (NM_018947, exon 1 of 3)	5' UTR (NM_018947, exon 1 of 3)	138	NM_018947	54205	Hs.437060	NM_018947		CYCS	CYC|HCS|THC4	cytochrome c, somatic	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4945	chr6	33239853	33239935	+	3220	NA	5' UTR (NM_022551, exon 1 of 6)	promoter-TSS (NM_022551)	42	NM_022551	6222	Hs.448854	NM_022551	ENSG00000231500	RPS18	D6S218E|HKE3|KE-3|KE3|S18	ribosomal protein S18	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_477	chr1	183429931	183429984	+	3193	NA	Intergenic	TTS (NR_040063)	11160	NR_040063	284649	Hs.127384	NR_040063	ENSG00000232860	SMG7-AS1	DKFZP564C196	SMG7 antisense RNA 1	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1869	chr14	76529560	76529622	+	3161	NA	intron (NM_001102564, intron 5 of 8)	5S|rRNA|rRNA	77495	NM_052873	112752	Hs.532626	NM_052873	ENSG00000119650	IFT43	C14orf179|CED3	intraflagellar transport 43	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4495	chr5	157403875	157403964	+	3156	NA	Intergenic--5220	U2|snRNA|snRNA	-117736	NM_001195556	9685	Hs.644000	NM_014666	ENSG00000113282	CLINT1	CLINT|ENTH|EPN4|EPNR	clathrin interactor 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2838	chr19	39926490	39926589	+	3143	NA	5' UTR (NM_001020, exon 1 of 5)	promoter-TSS (NM_001020)	79	NM_001020	6217	Hs.397609	NM_001020	ENSG00000105193	RPS16	S16	ribosomal protein S16	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5643	chr9	113018689	113018841	+	3086	NA	5' UTR (NM_003329, exon 1 of 5)	5' UTR (NM_003329, exon 1 of 5)	155	NM_001244938	7295	Hs.435136	NM_003329	ENSG00000136810	TXN	TRDX|TRX|TRX1	thioredoxin	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5914	chr9	136217701	136217777	+	3068	NA	non-coding (NR_000016, exon 1 of 1)	promoter-TSS (NR_000016)	38	NR_000016	26813		NR_000016	ENSG00000252542	SNORD36C	RNU36C|U36c	small nucleolar RNA, C/D box 36C	snoRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_179	chr1	45285540	45285671	+	3053	NA	3' UTR (NM_001166292, exon 23 of 23)	TTS (NM_001166292)	11451	NM_001136537	149478	Hs.632400	NM_001136537	ENSG00000222009	BTBD19	-	BTB (POZ) domain containing 19	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5557b	chr9	35657738	35658017	+	3040	NA	non-coding (NR_003051, exon 1 of 1)	promoter-TSS (NM_001195217)	138	NR_003051	6023	Hs.587502	NR_003051	ENSG00000269900	RMRP	CHH|NME1|RMRPR|RRP2	RNA component of mitochondrial RNA processing endoribonuclease	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4973	chr7	26240255	26240393	+	3038	NA	5' UTR (NM_031243, exon 1 of 12)	promoter-TSS (NM_031243)	89	NM_002137	3181	Hs.487774	NM_002137	ENSG00000122566	HNRNPA2B1	HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1	heterogeneous nuclear ribonucleoprotein A2/B1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4604	chr5	114480660	114480710	+	3025	NA	intron (NM_018700, intron 3 of 9)	5S|rRNA|rRNA	24975	NM_001300759	55521	Hs.519514	NM_018700	ENSG00000152503	TRIM36	HAPRIN|RBCC728|RNF98	tripartite motif containing 36	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2560	chr17	79479725	79479828	+	3009	NA	5' UTR (NM_001199954, exon 1 of 6)	non-coding (NR_037688, exon 1 of 7)	116	NM_001199954	71	Hs.514581	NM_001614	ENSG00000184009	ACTG1	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	actin gamma 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3471	chr2	216189989	216190040	+	2985	NA	exon (NM_004044, exon 5 of 16)	exon (NM_004044, exon 5 of 16)	13335	NM_004044	471	Hs.90280	NM_004044	ENSG00000138363	ATIC	AICAR|AICARFT|HEL-S-70p|IMPCHASE|PURH	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5911	chr9	136216251	136216334	+	2964	NA	non-coding (NR_002447, exon 1 of 1)	promoter-TSS (NR_002447)	41	NR_002447	26820		NR_002447	ENSG00000206611	SNORD24	RNU24|U24	small nucleolar RNA, C/D box 24	snoRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3733	chr3	52029840	52029919	+	2953	NA	5' UTR (NM_000992, exon 1 of 4)	promoter-TSS (NM_000992)	79	NM_000992	6159	Hs.425125	NM_000992	ENSG00000162244	RPL29	HIP|HUMRPL29|L29|RPL29P10|RPL29_3_370	ribosomal protein L29	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1307	chr12	49525062	49525180	+	2947	NA	5' UTR (NM_006082, exon 1 of 4)	5' UTR (NM_006082, exon 1 of 4)	183	NM_006082	10376	Hs.524390	NM_006082	ENSG00000123416	TUBA1B	K-ALPHA-1	tubulin, alpha 1b	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1651a	chr14	20811289	20811573	+	2933	NA	non-coding (NR_002312, exon 1 of 1)	promoter-TSS (NM_001042618)	139	NR_002312	85495	Hs.613102	NR_002312	ENSG00000277209	RPPH1	H1RNA|RPPH1-1	ribonuclease P RNA component H1	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3599	chr20	30596177	30596227	+	2931	NA	non-coding (NR_106988, exon 1 of 1).18	promoter-TSS (NR_106988).18	12	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3801	chr3	101405488	101405561	+	2930	NA	5' UTR (NM_000986, exon 1 of 6)	promoter-TSS (NM_000986)	39	NM_000986	6152	Hs.477028	NM_000986	ENSG00000114391	RPL24	HEL-S-310|L24	ribosomal protein L24	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5461	chr8	146017706	146017807	+	2927	NA	5' UTR (NM_000973, exon 1 of 6)	promoter-TSS (NM_033301)	-27	NM_033301	6132	Hs.178551	NM_000973	ENSG00000161016	RPL8	L8	ribosomal protein L8	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5672	chr9	127624155	127624240	+	2927	NA	5' UTR (NM_007209, exon 1 of 4)	promoter-TSS (NM_007209)	43	NM_007209	11224	Hs.182825	NM_007209	ENSG00000136942	RPL35	L35	ribosomal protein L35	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3264	chr2	85132778	85132854	+	2824	NA	5' UTR (NM_021103, exon 1 of 3)	promoter-TSS (NM_021103)	53	NM_021103	9168	Hs.446574	NM_021103	ENSG00000034510	TMSB10	MIG12|TB10	thymosin beta 10	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5176	chr7	148684251	148684340	+	2778	NA	Intergenic	promoter-TSS (NR_130107)	-324	NR_130107	102723099	Hs.621982	NR_130107	ENSG00000281189	GHET1	lncRNA-GHET1	gastric carcinoma proliferation enhancing transcript 1	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_176	chr1	45241231	45241307	+	2776	NA	exon (NM_001012, exon 1 of 6)	promoter-TSS (NR_000024)	23	NM_001012	6202	Hs.512675	NM_001012	ENSG00000142937	RPS8	S8	ribosomal protein S8	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3159	chr2	131584228	131584291	+	2762	NA	Intergenic--2374	5S|rRNA|rRNA	70395	NM_001105195	205147	Hs.369289	NM_152698	ENSG00000178171	AMER3	FAM123C	APC membrane recruitment protein 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1466b	chr12	120730889	120731041	+	2761	NA	Intergenic--11066	U4|snRNA|snRNA	-9159	NM_012240	23409	Hs.50861	NM_012240	ENSG00000089163	SIRT4	SIR2L4	sirtuin 4	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4689	chr6	34393764	34393867	+	2760	NA	5' UTR (NM_001202470, exon 1 of 9)	promoter-TSS (NM_001202470)	3	NM_001203245	6204	Hs.406620	NM_001014	ENSG00000124614	RPS10	DBA9|S10	ribosomal protein S10	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4447	chr5	137896721	137896799	+	2732	NA	non-coding (NR_002913, exon 1 of 1)	promoter-TSS (NR_002913)	39	NR_002913	26785		NR_002913	ENSG00000206989	SNORD63	RNU63|U63	small nucleolar RNA, C/D box 63	snoRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3292	chr2	101618746	101618815	+	2704	NA	intron (NM_001098577, intron 1 of 4)	promoter-TSS (NM_000993)	89	NM_001098577	6160	Hs.469473	NM_000993	ENSG00000071082	RPL31	L31	ribosomal protein L31	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_370	chr1	153963238	153963296	+	2704	NA	5' UTR (NM_001030, exon 1 of 4)	promoter-TSS (NM_001030)	28	NM_001030	6232	Hs.546291	NM_001030	ENSG00000177954	RPS27	MPS-1|MPS1|S27	ribosomal protein S27	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_505	chr1	173836004	173836076	+	2683	NA	non-coding (NR_003941, exon 1 of 1)	promoter-TSS (NR_003941)	36	NR_003941	692195		NR_003941		SNORD75	U75	small nucleolar RNA, C/D box 75	snoRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1290	chr12	13199085	13199150	+	2670	NA	intron (NM_020853, intron 1 of 12)	promoter-TSS (NR_106988).13	-8	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_567	chr1	226250419	226250475	+	2600	NA	5' UTR (NM_002107, exon 1 of 4)	promoter-TSS (NR_002315)	19	NR_002315	440926	Hs.533624	NR_002315		H3F3AP4	p13	H3 histone, family 3A, pseudogene 4	pseudo
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3663	chr3	12882952	12883043	+	2593	NA	5' UTR (NM_001007073, exon 1 of 4)	promoter-TSS (NM_001007073)	84	NM_000994	6161	Hs.265174	NM_000994	ENSG00000144713	RPL32	L32|PP9932	ribosomal protein L32	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1231	chr12	12756791	12756844	+	2576	NA	Intergenic--10435	AluSx1|SINE|Alu	-7950	NM_001310	1389	Hs.591156	NM_001310	ENSG00000111269	CREBL2	-	cAMP responsive element binding protein-like 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5950b	chrM	588	797	+	2571	NA	NA	Intergenic	NA	NA								
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3678	chr20	47897225	47897298	+	2570	NA	non-coding (NR_003030, exon 1 of 1)	promoter-TSS (NR_003030)	41	NR_003030	692057		NR_003030	ENSG00000212304	SNORD12	HBII-99|MIR1259|MIRN1259	small nucleolar RNA, C/D box 12	snoRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5782	chr9	91926110	91926236	+	2569	NA	5' UTR (NM_001827, exon 1 of 3)	promoter-TSS (NR_036108)	63	NM_001827	1164	Hs.83758	NM_001827	ENSG00000123975	CKS2	CKSHS2	CDC28 protein kinase regulatory subunit 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2934	chr19	18682671	18682742	+	2566	NA	5' UTR (NM_001033930, exon 1 of 5)	promoter-TSS (NM_003333)	92	NM_001033930	7311	Hs.5308	NM_003333	ENSG00000221983	UBA52	CEP52|HUBCEP52|L40|RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3977	chr3	40498823	40498885	+	2556	NA	5' UTR (NM_001034996, exon 1 of 6)	promoter-TSS (NM_001034996)	24	NM_001034996	9045	Hs.446522	NM_003973	ENSG00000188846	RPL14	CAG-ISL-7|CTG-B33|L14|RL14|hRL14	ribosomal protein L14	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2918	chr19	58024383	58024432	+	2501	NA	exon (NM_001304335, exon 5 of 5)	exon (NM_001304335, exon 5 of 5)	13185	NM_198542	374928	Hs.579576	NM_198542	ENSG00000152439	ZNF773	ZNF419B	zinc finger protein 773	protein-coding
