PeakID (cmd=annotatePeaks.pl 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1625	chr5	150306499	150306560	+	2461	NA	Intergenic--5178	5S|rRNA|rRNA	19617	NR_026867	134466	Hs.661876	NR_026867		ZNF300P1	-	zinc finger protein 300 pseudogene 1 (functional)	pseudo
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1789	chr6	165823050	165823108	+	2405	NA	intron (NM_006661, intron 14 of 22)	promoter-TSS (NR_106988).24	-11	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1978	chr9	113018704	113018817	+	2399	NA	5' UTR (NM_003329, exon 1 of 5)	5' UTR (NM_003329, exon 1 of 5)	160	NM_001244938	7295	Hs.435136	NM_003329	ENSG00000136810	TXN	TRDX|TRX|TRX1	thioredoxin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_269	chr10	79793621	79793698	+	2329	NA	5' UTR (NM_001142282, exon 1 of 6)	5' UTR (NM_001142282, exon 1 of 6)	141	NM_001142283	6229	Hs.280130	NM_001026	ENSG00000138326	RPS24	DBA3|S24	ribosomal protein S24	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1628	chr6	27740086	27740150	+	2311	NA	Intergenic--5534	5S|rRNA|rRNA	10595	NR_038929	100131289	Hs.200573	NR_038929		LOC100131289	-	uncharacterized LOC100131289	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1637	chr5	170814854	170814938	+	2262	NA	5' UTR (NM_001037738, exon 1 of 10)	5' UTR (NM_001037738, exon 1 of 10)	188	NM_001037738	4869	Hs.557550	NM_002520	ENSG00000181163	NPM1	B23|NPM	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1117	chr2	44360116	44360171	+	2256	NA	Intergenic--1943	MER50|LTR|ERV1	-35799	NM_177968	5495	Hs.416769	NM_002706	ENSG00000138032	PPM1B	PP2C-beta|PP2C-beta-X|PP2CB|PP2CBETA|PPC2BETAX	protein phosphatase, Mg2+/Mn2+ dependent, 1B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_587	chr13	92957204	92957262	+	2236	NA	intron (NM_004466, intron 7 of 7)	5S|rRNA|rRNA	47227	NR_120382	100873970	Hs.567269	NR_120382		GPC5-AS2	-	GPC5 antisense RNA 2	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1629	chr5	155272447	155272506	+	2210	NA	Intergenic--5205	5S|rRNA|rRNA	-481291	NM_001128209	6444	Hs.387207	NM_000337	ENSG00000170624	SGCD	35DAG|CMD1L|DAGD|SG-delta|SGCDP|SGD	sarcoglycan delta	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2045a	chrM	589	795	+	2201	NA	NA	Intergenic	NA	NA								
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_433	chr12	6643683	6643775	+	2189	NA	5' UTR (NM_002046, exon 1 of 9)	promoter-TSS (NM_001256799)	-96	NM_001289746	2597	Hs.544577	NM_002046	ENSG00000111640	GAPDH	G3PD|GAPD|HEL-S-162eP	glyceraldehyde-3-phosphate dehydrogenase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_524	chr12	98897287	98897366	+	2154	NA	intron (NR_038383, intron 1 of 3)	tRNA-Asp-GAY|tRNA|tRNA	307	NR_038383	643770	Hs.129589	NR_038383	ENSG00000245017	LOC643770	-	uncharacterized LOC643770	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2048g	chrM	1546	2462	+	2126	NA	NA	Intergenic	NA	NA								
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_50	chr1	31583542	31583601	+	2125	NA	Intergenic--354	5S|rRNA|rRNA	-45007	NM_014676	9698	Hs.281707	NM_014676	ENSG00000134644	PUM1	HSPUM|PUMH|PUMH1|PUML1	pumilio RNA binding family member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2066	chrX	23465834	23465894	+	2107	NA	Intergenic--16817	5S|rRNA|rRNA	112879	NM_173495	139411	Hs.319503	NM_173495		PTCHD1	-	patched domain containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2048a	chrM	1546	2462	+	2079	NA	NA	Intergenic	NA	NA								
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1871	chr8	93179727	93179778	+	2068	NA	Intergenic	promoter-TSS (NR_106988).26	-13	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1835	chr8	27472133	27472218	+	2057	NA	5' UTR (NM_001831, exon 1 of 9)	5' UTR (NM_001831, exon 1 of 9)	153	NM_001831	1191	Hs.436657	NM_001831	ENSG00000120885	CLU	AAG4|APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2	clusterin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_370	chr11	65625529	65625651	+	2047	NA	5' UTR (NM_005507, exon 1 of 4)	5' UTR (NM_005507, exon 1 of 4)	214	NM_005507	1072	Hs.170622	NM_005507	ENSG00000172757	CFL1	CFL|HEL-S-15|cofilin	cofilin 1 (non-muscle)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_366	chr11	65266516	65266596	+	2043	NA	non-coding (NR_002819, exon 1 of 1)	non-coding (NR_002819, exon 1 of 1)	1323	NR_002819	378938	Hs.621695	NR_002819	ENSG00000251562	MALAT1	HCN|LINC00047|NCRNA00047|NEAT2|PRO2853|mascRNA	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2124	chrX	153626718	153626779	+	2037	NA	5' UTR (NM_006013, exon 1 of 7)	promoter-TSS (NM_001303624)	35	NM_001303624	6134	Hs.534404	NM_006013	ENSG00000147403	RPL10	AUTSX5|DXS648|DXS648E|L10|NOV|QM	ribosomal protein L10	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1919	chr8	146017708	146017788	+	2007	NA	5' UTR (NM_000973, exon 1 of 6)	promoter-TSS (NM_033301)	-19	NM_033301	6132	Hs.178551	NM_000973	ENSG00000161016	RPL8	L8	ribosomal protein L8	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1540	chr5	10250366	10250509	+	1999	NA	5' UTR (NM_012073, exon 1 of 11)	promoter-TSS (NM_199133)	-212	NM_001306156	22948	Hs.1600	NM_012073	ENSG00000150753	CCT5	CCT-epsilon|CCTE|HEL-S-69|PNAS-102|TCP-1-epsilon	chaperonin containing TCP1, subunit 5 (epsilon)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_790	chr16	89627836	89627916	+	1979	NA	non-coding (NR_002450, exon 1 of 1)	promoter-TSS (NR_002450)	38	NR_002450	606500		NR_002450		SNORD68	HBII-202	small nucleolar RNA, C/D box 68	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_671	chr15	45003711	45003812	+	1976	NA	5' UTR (NM_004048, exon 1 of 4)	promoter-TSS (NM_004048)	76	NM_004048	567	Hs.534255	NM_004048	ENSG00000166710	B2M	-	beta-2-microglobulin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1741	chr7	5570138	5570232	+	1968	NA	5' UTR (NM_001101, exon 1 of 6)	promoter-TSS (NM_001101)	47	NM_001101	60	Hs.520640	NM_001101	ENSG00000075624	ACTB	BRWS1|PS1TP5BP1	actin, beta	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1520	chr4	109541725	109541791	+	1940	NA	5' UTR (NM_033625, exon 1 of 6)	promoter-TSS (NM_033625)	9	NM_033625	6164	Hs.438227	NM_000995	ENSG00000109475	RPL34	L34	ribosomal protein L34	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_533b	chr12	120730889	120731040	+	1933	NA	Intergenic--11066	U4|snRNA|snRNA	-9160	NM_012240	23409	Hs.50861	NM_012240	ENSG00000089163	SIRT4	SIR2L4	sirtuin 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1087	chr19	58898637	58898718	+	1916	NA	5' UTR (NM_001009, exon 1 of 6)	promoter-TSS (NR_039910)	41	NM_001009	6193	Hs.378103	NM_001009	ENSG00000083845	RPS5	S5	ribosomal protein S5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_422	chr11	124506355	124506416	+	1912	NA	3' UTR (NM_001199922, exon 12 of 12)	promoter-TSS (NR_106988).12	-9	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1654	chr6	34393778	34393848	+	1899	NA	5' UTR (NM_001202470, exon 1 of 9)	promoter-TSS (NM_001202470)	5	NM_001203245	6204	Hs.406620	NM_001014	ENSG00000124614	RPS10	DBA9|S10	ribosomal protein S10	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_368a	chr11	65267907	65268244	+	1871	NA	non-coding (NR_002819, exon 1 of 1)	non-coding (NR_002819, exon 1 of 1)	2842	NR_002819	378938	Hs.621695	NR_002819	ENSG00000251562	MALAT1	HCN|LINC00047|NCRNA00047|NEAT2|PRO2853|mascRNA	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1610	chr6	26032250	26032328	+	1845	NA	Intergenic	promoter-TSS (NM_003537)	-1	NM_003537	8358	Hs.533292	NM_003537	ENSG00000274267	HIST1H3B	H3/l|H3FL	histone cluster 1, H3b	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1342	chr22	38071645	38071719	+	1832	NA	5' UTR (NM_002305, exon 1 of 4)	promoter-TSS (NM_002305)	69	NM_002305	3956	Hs.445351	NM_002305	ENSG00000100097	LGALS1	GAL1|GBP	lectin, galactoside-binding, soluble, 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_315	chr11	18416110	18416195	+	1810	NA	5' UTR (NM_001135239, exon 1 of 7)	non-coding (NR_028500, exon 1 of 7)	216	NM_001165416	3939	Hs.2795	NM_005566	ENSG00000134333	LDHA	GSD11|HEL-S-133P|LDHM|PIG19	lactate dehydrogenase A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_507	chr12	85287752	85287806	+	1809	NA	intron (NM_018057, intron 1 of 4)	U2|snRNA|snRNA	18829	NM_018057	55117	Hs.44424	NM_018057	ENSG00000072041	SLC6A15	NTT73|SBAT1|V7-3|hv7-3	solute carrier family 6 (neutral amino acid transporter), member 15	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1866	chr7	128337747	128337803	+	1782	NA	Intergenic--6920	5S|rRNA|rRNA	-11340	NR_104243	84691	Hs.732440	NM_032599	ENSG00000135248	FAM71F1	FAM137A|NYD-SP18	family with sequence similarity 71, member F1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1611	chr6	26056617	26056701	+	1772	NA	5' UTR (NM_005319, exon 1 of 1)	promoter-TSS (NM_005319)	40	NM_005319	3006	Hs.7644	NM_005319	ENSG00000187837	HIST1H1C	H1.2|H1C|H1F2|H1s-1	histone cluster 1, H1c	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_393	chr11	75110562	75110636	+	1761	NA	5' UTR (NM_001256802, exon 1 of 7)	promoter-TSS (NR_000005)	64	NM_001256802	6188	Hs.546286	NM_001005	ENSG00000149273	RPS3	S3	ribosomal protein S3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1951a	chr9	35657740	35658017	+	1746	NA	non-coding (NR_003051, exon 1 of 1)	promoter-TSS (NM_001195217)	137	NR_003051	6023	Hs.587502	NR_003051	ENSG00000269900	RMRP	CHH|NME1|RMRPR|RRP2	RNA component of mitochondrial RNA processing endoribonuclease	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1253	chr20	30596177	30596227	+	1734	NA	non-coding (NR_106988, exon 1 of 1).18	promoter-TSS (NR_106988).18	12	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1284	chr22	39715049	39715118	+	1716	NA	non-coding (NR_002439, exon 1 of 1)	promoter-TSS (NR_002439)	35	NR_002439	26807		NR_002439	ENSG00000263764	SNORD43	RNU43|U43	small nucleolar RNA, C/D box 43	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1750	chr7	25164816	25164882	+	1709	NA	5' UTR (NM_018947, exon 1 of 3)	5' UTR (NM_018947, exon 1 of 3)	131	NM_018947	54205	Hs.437060	NM_018947		CYCS	CYC|HCS|THC4	cytochrome c, somatic	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_358	chr11	62621131	62621204	+	1702	NA	non-coding (NR_002561, exon 1 of 1)	promoter-TSS (NR_002561)	37	NR_002561	9299		NR_002561	ENSG00000277846	SNORD30	RNU30|U30	small nucleolar RNA, C/D box 30	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1143	chr2	85132779	85132854	+	1687	NA	5' UTR (NM_021103, exon 1 of 3)	promoter-TSS (NM_021103)	53	NM_021103	9168	Hs.446574	NM_021103	ENSG00000034510	TMSB10	MIG12|TB10	thymosin beta 10	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_283	chr10	108729780	108729843	+	1683	NA	intron (NM_001013031, intron 1 of 26)	5S|rRNA|rRNA	194655	NM_001206571	114815	Hs.591915	NM_052918	ENSG00000108018	SORCS1	hSorCS	sortilin-related VPS10 domain containing receptor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1677	chr6	26156556	26156652	+	1673	NA	5' UTR (NM_005321, exon 1 of 1)	promoter-TSS (NM_005321)	45	NM_005321	3008	Hs.248133	NM_005321	ENSG00000168298	HIST1H1E	H1.4|H1E|H1F4|H1s-4|dJ221C16.5	histone cluster 1, H1e	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1717	chr6	33239854	33239927	+	1671	NA	5' UTR (NM_022551, exon 1 of 6)	promoter-TSS (NM_022551)	38	NM_022551	6222	Hs.448854	NM_022551	ENSG00000231500	RPS18	D6S218E|HKE3|KE-3|KE3|S18	ribosomal protein S18	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_847	chr17	37356571	37356631	+	1668	NA	5' UTR (NM_000981, exon 1 of 6)	promoter-TSS (NM_000981)	65	NM_000981	6143	Hs.381061	NM_000981	ENSG00000108298	RPL19	L19	ribosomal protein L19	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_748	chr16	2205020	2205106	+	1664	NA	non-coding (NR_002736, exon 1 of 1)	promoter-TSS (NR_002736)	43	NR_002736	26788		NR_002736	ENSG00000206630	SNORD60	RNU60|U60	small nucleolar RNA, C/D box 60	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_844	chr17	8286445	8286511	+	1664	NA	5' UTR (NM_000987, exon 1 of 4)	promoter-TSS (NM_000987)	4	NM_001315530	6154	Hs.482144	NM_000987	ENSG00000161970	RPL26	DBA11|L26	ribosomal protein L26	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_2004a	chrM	231	409	+	1661	NA	NA	Intergenic	NA	NA								
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1029	chr19	39926500	39926587	+	1650	NA	5' UTR (NM_001020, exon 1 of 5)	promoter-TSS (NM_001020)	75	NM_001020	6217	Hs.397609	NM_001020	ENSG00000105193	RPS16	S16	ribosomal protein S16	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1329	chr3	49448619	49448677	+	1642	NA	intron (NM_001313941, intron 1 of 5)	promoter-TSS (NM_022171)	882	NM_001313947	387	Hs.247077	NM_001664	ENSG00000067560	RHOA	ARH12|ARHA|RHO12|RHOH12	ras homolog family member A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1730	chr6	44214834	44214913	+	1636	NA	5' UTR (NM_007355, exon 1 of 12)	5' UTR (NM_007355, exon 1 of 12)	178	NM_001271969	3326	Hs.509736	NM_007355	ENSG00000096384	HSP90AB1	D6S182|HSP84|HSP90B|HSPC2|HSPCB	heat shock protein 90kDa alpha (cytosolic), class B member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_682	chr15	63720697	63720746	+	1622	NA	intron (NR_120375, intron 4 of 6)	5S|rRNA|rRNA	38292	NR_120375	102723344	Hs.569500	NR_120375		LOC102723344	-	uncharacterized LOC102723344	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1686	chr6	89773271	89773384	+	1620	NA	Intergenic--5943	U2|snRNA|snRNA	-17102	NM_006813	10957	Hs.75969	NM_006813	ENSG00000146278	PNRC1	B4-2|PNAS-145|PROL2|PRR2	proline-rich nuclear receptor coactivator 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1985	chr9	127624150	127624239	+	1614	NA	5' UTR (NM_007209, exon 1 of 4)	promoter-TSS (NM_007209)	46	NM_007209	11224	Hs.182825	NM_007209	ENSG00000136942	RPL35	L35	ribosomal protein L35	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_687	chr15	69745158	69745287	+	1611	NA	5' UTR (NM_001003, exon 1 of 4)	promoter-TSS (NM_001003)	63	NM_001003	6176	Hs.356502	NM_001003	ENSG00000137818	RPLP1	LP1|P1|RPP1	ribosomal protein, large, P1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1390	chr3	39448212	39448267	+	1604	NA	5' UTR (NM_002295, exon 1 of 7)	promoter-TSS (NM_002295)	59	NM_001304288	3921	Hs.449909	NM_002295	ENSG00000168028	RPSA	37LRP|67LR|ICAS|LAMBR|LAMR1|LBP|LBP/p40|LRP|LRP/LR|NEM/1CHD4|SA|lamR|p40	ribosomal protein SA	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2045b	chrM	589	795	+	1582	NA	NA	Intergenic	NA	NA								
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1233	chr20	57607289	57607409	+	1545	NA	5' UTR (NM_006886, exon 1 of 3)	promoter-TSS (NM_006886)	73	NM_006886	514	Hs.177530	NM_006886		ATP5E	ATPE|MC5DN3	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2029	chr9	136216251	136216328	+	1534	NA	non-coding (NR_002447, exon 1 of 1)	promoter-TSS (NR_002447)	38	NR_002447	26820		NR_002447	ENSG00000206611	SNORD24	RNU24|U24	small nucleolar RNA, C/D box 24	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1710	chr6	30688129	30688216	+	1525	NA	5' UTR (NM_178014, exon 1 of 4).7	non-coding (NR_120608, exon 1 of 4).6	194	NR_120608	203068	Hs.636480	NM_178014	ENSG00000196230	TUBB	CDCBM6|M40|OK/SW-cl.56|TUBB1|TUBB5	tubulin, beta class I	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1285	chr20	47896862	47896938	+	1507	NA	non-coding (NR_003695, exon 1 of 1)	promoter-TSS (NR_003030)	50	NR_003695	100113393	Hs.711216	NR_003695	ENSG00000222365	SNORD12B	-	small nucleolar RNA, C/D box 12B	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_398	chr11	93463733	93463813	+	1507	NA	non-coding (NR_003028, exon 1 of 1)	promoter-TSS (NR_003028)	39	NR_003028	684959	Hs.738736	NR_003028	ENSG00000207112	SNORA25	ACA25	small nucleolar RNA, H/ACA box 25	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1880	chr7	139025446	139025542	+	1502	NA	intron (NR_073059, intron 1 of 1)	promoter-TSS (NM_001244584)	298	NR_073058	154791	Hs.718441	NM_197964	ENSG00000164898	C7orf55	FMC1|HSPC268	chromosome 7 open reading frame 55	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1687	chr6	27100821	27100888	+	1483	NA	5' UTR (NM_021064, exon 1 of 1)	promoter-TSS (NM_021058)	37	NM_021064	8969	Hs.51011	NM_021064		HIST1H2AG	H2A.1b|H2A/p|H2AFP|H2AG|pH2A/f	histone cluster 1, H2ag	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_2032	chr9	136217701	136217776	+	1482	NA	non-coding (NR_000016, exon 1 of 1)	promoter-TSS (NR_000016)	37	NR_000016	26813		NR_000016	ENSG00000252542	SNORD36C	RNU36C|U36c	small nucleolar RNA, C/D box 36C	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1993	chr9	98622194	98622243	+	1472	NA	intron (NR_023390, intron 1 of 2)	U2|snRNA|snRNA	-15682	NM_001010895	375748	Hs.432364	NM_020207	ENSG00000182150	ERCC6L2	BMFS2|C9orf102|RAD26L|SR278	excision repair cross-complementation group 6-like 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1284	chr20	47895482	47895561	+	1426	NA	non-coding (NR_002433, exon 1 of 1)	promoter-TSS (NR_002433)	39	NR_002433	26765		NR_002433	ENSG00000209042	SNORD12C	E2|E2-1|E3|RNU106|SNORD106|U106	small nucleolar RNA, C/D box 12C	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1476	chr4	166214380	166214461	+	1415	NA	intron (NM_007246, intron 5 of 14)	U2|snRNA|snRNA	-13245	NR_026575	2713	Hs.654557	NR_026575		GK3P	GKP3|GKTB	glycerol kinase 3 pseudogene	pseudo
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_813	chr17	9845156	9845206	+	1398	NA	intron (NM_201432, intron 7 of 13)	5S|rRNA|rRNA	17585	NM_003644	8522	Hs.462214	NM_003644	ENSG00000007237	GAS7	MLL/GAS7	growth arrest-specific 7	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_318	chr11	19423474	19423528	+	1397	NA	intron (NM_001111018, intron 1 of 37)	5S|rRNA|rRNA	51230	NM_001111018	89797	Hs.64341	NM_145117	ENSG00000166833	NAV2	HELAD1|POMFIL2|RAINB1|STEERIN2|UNC53H2	neuron navigator 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1722	chr6	35436181	35436247	+	1375	NA	5' UTR (NM_007104, exon 1 of 6)	promoter-TSS (NM_007104)	36	NM_007104	4736	Hs.148340	NM_007104	ENSG00000198755	RPL10A	CSA19|Csa-19|L10A|NEDD6	ribosomal protein L10a	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1753	chr7	26240247	26240393	+	1372	NA	5' UTR (NM_031243, exon 1 of 12)	promoter-TSS (NM_031243)	93	NM_002137	3181	Hs.487774	NM_002137	ENSG00000122566	HNRNPA2B1	HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1	heterogeneous nuclear ribonucleoprotein A2/B1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1065	chr19	49993224	49993305	+	1371	NA	non-coding (NR_000021, exon 1 of 1)	promoter-TSS (NR_000021)	41	NR_000021	26819		NR_000021	ENSG00000201675	SNORD32A	RNU32|U32|U32A	small nucleolar RNA, C/D box 32A	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_907	chr17	72199818	72199913	+	1362	NA	5' UTR (NM_001035258, exon 1 of 5)	promoter-TSS (NM_001035258)	70	NM_000999	6169	Hs.380953	NM_000999	ENSG00000172809	RPL38	L38	ribosomal protein L38	protein-coding
