PeakID (cmd=annotatePeaks.pl 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_582	chr13	92957204	92957262	+	2423	NA	intron (NM_004466, intron 7 of 7)	5S|rRNA|rRNA	47227	NR_120382	100873970	Hs.567269	NR_120382		GPC5-AS2	-	GPC5 antisense RNA 2	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_860	chr17	37009918	37009985	+	2357	NA	5' UTR (NM_000978, exon 1 of 5)	promoter-TSS (NR_002576)	102	NM_000978	9349	Hs.406300	NM_000978		RPL23	L23|rpL17	ribosomal protein L23	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_216	chr10	327988	328066	+	2352	NA	intron (NM_014974, intron 35 of 36)	promoter-TSS (NR_106988).11	-1	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1673	chr5	170814854	170814938	+	2317	NA	5' UTR (NM_001037738, exon 1 of 10)	5' UTR (NM_001037738, exon 1 of 10)	188	NM_199185	4869	Hs.557550	NM_002520	ENSG00000181163	NPM1	B23|NPM	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_961	chr18	9923916	9923979	+	2303	NA	intron (NM_003574, intron 1 of 6)	5S|rRNA|rRNA	9992	NM_003574	9218	Hs.165195	NM_003574	ENSG00000101558	VAPA	VAP-33|VAP-A|VAP33|hVAP-33	VAMP associated protein A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_44	chr1	31583542	31583597	+	2293	NA	Intergenic--354	5S|rRNA|rRNA	-45005	NM_014676	9698	Hs.281707	NM_014676	ENSG00000134644	PUM1	HSPUM|PUMH|PUMH1|PUML1	pumilio RNA binding family member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1852	chr8	27472133	27472219	+	2275	NA	5' UTR (NM_001831, exon 1 of 9)	5' UTR (NM_001831, exon 1 of 9)	152	NM_001831	1191	Hs.436657	NM_001831	ENSG00000120885	CLU	AAG4|APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2	clusterin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2096b	chrM	1542	2719	+	2268	NA	NA	Intergenic	NA	NA								
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1276	chr22	39715050	39715118	+	2267	NA	non-coding (NR_002439, exon 1 of 1)	promoter-TSS (NR_002439)	34	NR_002439	26807		NR_002439	ENSG00000263764	SNORD43	RNU43|U43	small nucleolar RNA, C/D box 43	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2111	chrX	23465834	23465894	+	2256	NA	Intergenic--16817	5S|rRNA|rRNA	112879	NM_173495	139411	Hs.319503	NM_173495		PTCHD1	-	patched domain containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_64	chr1	45241241	45241303	+	2242	NA	5' UTR (NM_001012, exon 1 of 6)	promoter-TSS (NR_000024)	26	NM_001012	6202	Hs.512675	NM_001012	ENSG00000142937	RPS8	S8	ribosomal protein S8	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1626	chr6	27740086	27740150	+	2218	NA	Intergenic--5534	5S|rRNA|rRNA	10595	NR_038929	100131289	Hs.200573	NR_038929		LOC100131289	-	uncharacterized LOC100131289	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_268	chr10	79793620	79793696	+	2212	NA	5' UTR (NM_001142282, exon 1 of 6)	5' UTR (NM_001142282, exon 1 of 6)	140	NM_001142282	6229	Hs.280130	NM_001026	ENSG00000138326	RPS24	DBA3|S24	ribosomal protein S24	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2093a	chrM	588	795	+	2204	NA	NA	Intergenic	NA	NA								
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1934	chr8	146017709	146017779	+	2175	NA	5' UTR (NM_000973, exon 1 of 6)	promoter-TSS (NM_033301)	-15	NM_033301	6132	Hs.178551	NM_000973	ENSG00000161016	RPL8	L8	ribosomal protein L8	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_702	chr15	45003711	45003820	+	2151	NA	5' UTR (NM_004048, exon 1 of 4)	promoter-TSS (NM_004048)	80	NM_004048	567	Hs.534255	NM_004048	ENSG00000166710	B2M	-	beta-2-microglobulin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_327	chr11	18416110	18416197	+	2148	NA	5' UTR (NM_001135239, exon 1 of 7)	non-coding (NR_028500, exon 1 of 7)	217	NR_028500	3939	Hs.2795	NM_005566	ENSG00000134333	LDHA	GSD11|HEL-S-133P|LDHM|PIG19	lactate dehydrogenase A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_446	chr12	6643683	6643775	+	2129	NA	5' UTR (NM_002046, exon 1 of 9)	promoter-TSS (NM_001256799)	-96	NM_001289746	2597	Hs.544577	NM_002046	ENSG00000111640	GAPDH	G3PD|GAPD|HEL-S-162eP	glyceraldehyde-3-phosphate dehydrogenase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2176	chrX	153626718	153626776	+	2126	NA	5' UTR (NM_006013, exon 1 of 7)	promoter-TSS (NM_001303624)	34	NM_001303624	6134	Hs.534404	NM_006013	ENSG00000147403	RPL10	AUTSX5|DXS648|DXS648E|L10|NOV|QM	ribosomal protein L10	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1662	chr5	150306499	150306560	+	2126	NA	Intergenic--5178	5S|rRNA|rRNA	19617	NR_026867	134466	Hs.661876	NR_026867		ZNF300P1	-	zinc finger protein 300 pseudogene 1 (functional)	pseudo
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_742	chr16	18801576	18801655	+	2105	NA	5' UTR (NM_001030009, exon 1 of 5)	promoter-TSS (NM_001030009)	41	NM_001019	6210	Hs.370504	NM_001019	ENSG00000134419	RPS15A	S15a	ribosomal protein S15a	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1666	chr5	155272447	155272532	+	2082	NA	Intergenic--5205	5S|rRNA|rRNA	-481278	NM_001128209	6444	Hs.387207	NM_000337	ENSG00000170624	SGCD	35DAG|CMD1L|DAGD|SG-delta|SGCDP|SGD	sarcoglycan delta	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1163	chr2	85132779	85132850	+	2050	NA	5' UTR (NM_021103, exon 1 of 3)	promoter-TSS (NM_021103)	51	NM_021103	9168	Hs.446574	NM_021103	ENSG00000034510	TMSB10	MIG12|TB10	thymosin beta 10	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1887	chr8	93179728	93179778	+	2045	NA	Intergenic	promoter-TSS (NR_106988).26	-14	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2025a	chrM	232	408	+	2039	NA	NA	Intergenic	NA	NA								
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1316	chr20	47896862	47896936	+	2009	NA	non-coding (NR_003695, exon 1 of 1)	promoter-TSS (NR_003030)	49	NR_003695	100113393	Hs.711216	NR_003695	ENSG00000222365	SNORD12B	-	small nucleolar RNA, C/D box 12B	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_815	chr16	89627836	89627919	+	2005	NA	non-coding (NR_002450, exon 1 of 1)	promoter-TSS (NR_002450)	39	NR_002450	606500		NR_002450		SNORD68	HBII-202	small nucleolar RNA, C/D box 68	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1096	chr19	58898637	58898715	+	1986	NA	5' UTR (NM_001009, exon 1 of 6)	promoter-TSS (NR_039910)	40	NM_001009	6193	Hs.378103	NM_001009	ENSG00000083845	RPS5	S5	ribosomal protein S5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1136	chr2	44360115	44360170	+	1976	NA	Intergenic--1943	MER50|LTR|ERV1	-35800	NM_001033557	5495	Hs.416769	NM_002706	ENSG00000138032	PPM1B	PP2C-beta|PP2C-beta-X|PP2CB|PP2CBETA|PPC2BETAX	protein phosphatase, Mg2+/Mn2+ dependent, 1B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2096h	chrM	1542	2719	+	1950	NA	NA	Intergenic	NA	NA								
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_373	chr11	65625533	65625651	+	1925	NA	5' UTR (NM_005507, exon 1 of 4)	5' UTR (NM_005507, exon 1 of 4)	212	NM_005507	1072	Hs.170622	NM_005507	ENSG00000172757	CFL1	CFL|HEL-S-15|cofilin	cofilin 1 (non-muscle)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1773	chr6	44214835	44214914	+	1923	NA	5' UTR (NM_007355, exon 1 of 12)	5' UTR (NM_007355, exon 1 of 12)	179	NM_007355	3326	Hs.509736	NM_007355	ENSG00000096384	HSP90AB1	D6S182|HSP84|HSP90B|HSPC2|HSPCB	heat shock protein 90kDa alpha (cytosolic), class B member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_333	chr11	22709897	22709982	+	1914	NA	intron (NM_005256, intron 2 of 6)	5S|rRNA|rRNA	13620	NM_005256	2620	Hs.711297	NM_005256	ENSG00000148935	GAS2	-	growth arrest-specific 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1288	chr20	30596177	30596227	+	1902	NA	non-coding (NR_106988, exon 1 of 1).18	promoter-TSS (NR_106988).18	12	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_375	chr11	65266516	65266604	+	1885	NA	non-coding (NR_002819, exon 1 of 1)	non-coding (NR_002819, exon 1 of 1)	1327	NR_002819	378938	Hs.621695	NR_002819	ENSG00000251562	MALAT1	HCN|LINC00047|NCRNA00047|NEAT2|PRO2853|mascRNA	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_504	chr12	85287733	85287806	+	1873	NA	intron (NM_018057, intron 1 of 4)	U2|snRNA|snRNA	18839	NM_001146335	55117	Hs.44424	NM_018057	ENSG00000072041	SLC6A15	NTT73|SBAT1|V7-3|hv7-3	solute carrier family 6 (neutral amino acid transporter), member 15	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1993	chr9	113018699	113018818	+	1871	NA	5' UTR (NM_003329, exon 1 of 5)	5' UTR (NM_003329, exon 1 of 5)	162	NM_001244938	7295	Hs.435136	NM_003329	ENSG00000136810	TXN	TRDX|TRX|TRX1	thioredoxin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1926	chr7	139025455	139025534	+	1860	NA	intron (NR_073059, intron 1 of 1)	promoter-TSS (NM_001244584)	298	NR_073059	154791	Hs.718441	NM_197964	ENSG00000164898	C7orf55	FMC1|HSPC268	chromosome 7 open reading frame 55	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1567	chr5	10250359	10250556	+	1858	NA	5' UTR (NM_012073, exon 1 of 11)	promoter-TSS (NM_199133)	-192	NM_001306156	22948	Hs.1600	NM_012073	ENSG00000150753	CCT5	CCT-epsilon|CCTE|HEL-S-69|PNAS-102|TCP-1-epsilon	chaperonin containing TCP1, subunit 5 (epsilon)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1755	chr7	5570138	5570232	+	1836	NA	5' UTR (NM_001101, exon 1 of 6)	promoter-TSS (NM_001101)	47	NM_001101	60	Hs.520640	NM_001101	ENSG00000075624	ACTB	BRWS1|PS1TP5BP1	actin, beta	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1913	chr7	128337747	128337804	+	1822	NA	Intergenic--6920	5S|rRNA|rRNA	-11340	NM_001282789	84691	Hs.732440	NM_032599	ENSG00000135248	FAM71F1	FAM137A|NYD-SP18	family with sequence similarity 71, member F1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1319	chr3	49448625	49448677	+	1783	NA	intron (NM_001313941, intron 1 of 5)	promoter-TSS (NM_022171)	879	NM_001313945	387	Hs.247077	NM_001664	ENSG00000067560	RHOA	ARH12|ARHA|RHO12|RHOH12	ras homolog family member A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1608	chr6	26032242	26032328	+	1773	NA	exon (NM_003537, exon 1 of 1)	promoter-TSS (NM_003537)	3	NM_003537	8358	Hs.533292	NM_003537	ENSG00000274267	HIST1H3B	H3/l|H3FL	histone cluster 1, H3b	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1758	chr6	33239854	33239920	+	1757	NA	5' UTR (NM_022551, exon 1 of 6)	promoter-TSS (NM_022551)	35	NM_022551	6222	Hs.448854	NM_022551	ENSG00000231500	RPS18	D6S218E|HKE3|KE-3|KE3|S18	ribosomal protein S18	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1407	chr3	39448212	39448267	+	1746	NA	5' UTR (NM_002295, exon 1 of 7)	promoter-TSS (NM_002295)	59	NM_001304288	3921	Hs.449909	NM_002295	ENSG00000168028	RPSA	37LRP|67LR|ICAS|LAMBR|LAMR1|LBP|LBP/p40|LRP|LRP/LR|NEM/1CHD4|SA|lamR|p40	ribosomal protein SA	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_402	chr11	75110562	75110623	+	1719	NA	5' UTR (NM_001256802, exon 1 of 7)	promoter-TSS (NR_000005)	57	NM_001260506	6188	Hs.546286	NM_001005	ENSG00000149273	RPS3	S3	ribosomal protein S3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2039	chr9	98622194	98622244	+	1715	NA	intron (NR_023390, intron 1 of 2)	U2|snRNA|snRNA	-15681	NM_020207	375748	Hs.432364	NM_020207	ENSG00000182150	ERCC6L2	BMFS2|C9orf102|RAD26L|SR278	excision repair cross-complementation group 6-like 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_168	chr1	173836810	173836882	+	1710	NA	non-coding (NR_002579, exon 1 of 1)	promoter-TSS (NR_003941)	37	NR_002579	619498		NR_002579		SNORD74	U74|Z18	small nucleolar RNA, C/D box 74	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1653	chr6	34393780	34393875	+	1699	NA	5' UTR (NM_001202470, exon 1 of 9)	promoter-TSS (NM_001202470)	-9	NM_001203245	6204	Hs.406620	NM_001014	ENSG00000124614	RPS10	DBA9|S10	ribosomal protein S10	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1739	chr6	161207548	161207614	+	1695	NA	Intergenic--6237	5S|rRNA|rRNA	84356	NM_000301	5340	Hs.143436	NM_000301	ENSG00000122194	PLG	-	plasminogen	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1963b	chr9	35657740	35658017	+	1689	NA	non-coding (NR_003051, exon 1 of 1)	promoter-TSS (NM_001195217)	137	NR_003051	6023	Hs.587502	NR_003051	ENSG00000269900	RMRP	CHH|NME1|RMRPR|RRP2	RNA component of mitochondrial RNA processing endoribonuclease	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1370	chr22	38071644	38071743	+	1687	NA	5' UTR (NM_002305, exon 1 of 4)	promoter-TSS (NM_002305)	80	NM_002305	3956	Hs.445351	NM_002305	ENSG00000100097	LGALS1	GAL1|GBP	lectin, galactoside-binding, soluble, 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1350	chr3	125058693	125058742	+	1682	NA	intron (NM_021964, intron 1 of 8)	5S|rRNA|rRNA	35481	NM_021964	7707	Hs.592591	NM_021964	ENSG00000163848	ZNF148	BERF-1|BFCOL1|HT-BETA|ZBP-89|ZFP148|pHZ-52	zinc finger protein 148	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1017	chr19	39926479	39926588	+	1680	NA	5' UTR (NM_001020, exon 1 of 5)	promoter-TSS (NM_001020)	85	NM_001020	6217	Hs.397609	NM_001020	ENSG00000105193	RPS16	S16	ribosomal protein S16	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_879	chr17	37356566	37356635	+	1675	NA	5' UTR (NM_000981, exon 1 of 6)	promoter-TSS (NM_000981)	64	NM_000981	6143	Hs.381061	NM_000981	ENSG00000108298	RPL19	L19	ribosomal protein L19	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_534	chr12	98897287	98897366	+	1642	NA	intron (NR_038383, intron 1 of 3)	tRNA-Asp-GAY|tRNA|tRNA	307	NR_038383	643770	Hs.129589	NR_038383	ENSG00000245017	LOC643770	-	uncharacterized LOC643770	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_399	chr11	93463738	93463813	+	1638	NA	non-coding (NR_003028, exon 1 of 1)	promoter-TSS (NR_003028)	37	NR_003028	684959	Hs.738736	NR_003028	ENSG00000207112	SNORA25	ACA25	small nucleolar RNA, H/ACA box 25	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2078	chr9	136217701	136217777	+	1614	NA	non-coding (NR_000016, exon 1 of 1)	promoter-TSS (NR_000016)	38	NR_000016	26813		NR_000016	ENSG00000252542	SNORD36C	RNU36C|U36c	small nucleolar RNA, C/D box 36C	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_718	chr15	69745158	69745264	+	1608	NA	5' UTR (NM_001003, exon 1 of 4)	promoter-TSS (NM_001003)	52	NM_001003	6176	Hs.356502	NM_001003	ENSG00000137818	RPLP1	LP1|P1|RPP1	ribosomal protein, large, P1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1764	chr7	26240249	26240368	+	1608	NA	5' UTR (NM_031243, exon 1 of 12)	promoter-TSS (NM_007276)	105	NM_031243	3181	Hs.487774	NM_002137	ENSG00000122566	HNRNPA2B1	HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1	heterogeneous nuclear ribonucleoprotein A2/B1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_294	chr10	108729780	108729864	+	1593	NA	intron (NM_001013031, intron 1 of 26)	5S|rRNA|rRNA	194644	NM_001206572	114815	Hs.591915	NM_052918	ENSG00000108018	SORCS1	hSorCS	sortilin-related VPS10 domain containing receptor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1061	chr2	20601425	20601485	+	1583	NA	Intergenic--1818	5S|rRNA|rRNA	-45377	NM_004040	388	Hs.502876	NM_004040	ENSG00000143878	RHOB	ARH6|ARHB|MST081|MSTP081|RHOH6	ras homolog family member B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1609	chr6	26056612	26056701	+	1582	NA	5' UTR (NM_005319, exon 1 of 1)	promoter-TSS (NM_005319)	43	NM_005319	3006	Hs.7644	NM_005319	ENSG00000187837	HIST1H1C	H1.2|H1C|H1F2|H1s-1	histone cluster 1, H1c	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_358	chr11	62621129	62621204	+	1576	NA	non-coding (NR_002561, exon 1 of 1)	promoter-TSS (NR_002561)	38	NR_002561	9299		NR_002561	ENSG00000277846	SNORD30	RNU30|U30	small nucleolar RNA, C/D box 30	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_528b	chr12	120730903	120731040	+	1561	NA	Intergenic--11066	U4|snRNA|snRNA	-9153	NM_012240	23409	Hs.50861	NM_012240	ENSG00000089163	SIRT4	SIR2L4	sirtuin 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1030	chr19	18682671	18682737	+	1531	NA	5' UTR (NM_003333, exon 1 of 5)	promoter-TSS (NM_003333)	90	NM_003333	7311	Hs.5308	NM_003333	ENSG00000221983	UBA52	CEP52|HUBCEP52|L40|RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1315	chr20	47895482	47895556	+	1530	NA	non-coding (NR_002433, exon 1 of 1)	promoter-TSS (NR_002433)	37	NR_002433	26765		NR_002433	ENSG00000209042	SNORD12C	E2|E2-1|E3|RNU106|SNORD106|U106	small nucleolar RNA, C/D box 12C	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1761	chr7	25164813	25164882	+	1527	NA	5' UTR (NM_018947, exon 1 of 3)	5' UTR (NM_018947, exon 1 of 3)	133	NM_018947	54205	Hs.437060	NM_018947		CYCS	CYC|HCS|THC4	cytochrome c, somatic	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2003	chr9	127624157	127624251	+	1508	NA	5' UTR (NM_007209, exon 1 of 4)	promoter-TSS (NM_007209)	36	NM_007209	11224	Hs.182825	NM_007209	ENSG00000136942	RPL35	L35	ribosomal protein L35	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_825	chr17	8286448	8286512	+	1504	NA	5' UTR (NM_000987, exon 1 of 4)	promoter-TSS (NM_000987)	2	NM_001315531	6154	Hs.482144	NM_000987	ENSG00000161970	RPL26	DBA11|L26	ribosomal protein L26	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1693	chr6	89773269	89773384	+	1490	NA	Intergenic--5943	U2|snRNA|snRNA	-17103	NM_006813	10957	Hs.75969	NM_006813	ENSG00000146278	PNRC1	B4-2|PNAS-145|PROL2|PRR2	proline-rich nuclear receptor coactivator 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1748	chr6	30688130	30688211	+	1482	NA	5' UTR (NM_178014, exon 1 of 4).7	non-coding (NR_120608, exon 1 of 4).6	192	NM_178014	203068	Hs.636480	NM_178014	ENSG00000196230	TUBB	CDCBM6|M40|OK/SW-cl.56|TUBB1|TUBB5	tubulin, beta class I	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1225	chr2	198365069	198365177	+	1463	NA	5' UTR (NM_002157, exon 1 of 4)	promoter-TSS (NM_199440)	-125	NM_199440	3329	Hs.595053	NM_002156	ENSG00000144381	HSPD1	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13	heat shock 60kDa protein 1 (chaperonin)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1220	chr20	57607289	57607407	+	1463	NA	5' UTR (NM_006886, exon 1 of 3)	promoter-TSS (NM_006886)	74	NM_006886	514	Hs.177530	NM_006886		ATP5E	ATPE|MC5DN3	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2076	chr9	136216251	136216328	+	1457	NA	non-coding (NR_002447, exon 1 of 1)	promoter-TSS (NR_002447)	38	NR_002447	26820		NR_002447	ENSG00000206611	SNORD24	RNU24|U24	small nucleolar RNA, C/D box 24	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1338	chr3	101405487	101405560	+	1457	NA	5' UTR (NM_000986, exon 1 of 6)	promoter-TSS (NM_000986)	40	NM_000986	6152	Hs.477028	NM_000986	ENSG00000114391	RPL24	HEL-S-310|L24	ribosomal protein L24	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1838	chr7	148684228	148684340	+	1441	NA	Intergenic	promoter-TSS (NR_130107)	-335	NR_130107	102723099	Hs.621982	NR_130107	ENSG00000281189	GHET1	lncRNA-GHET1	gastric carcinoma proliferation enhancing transcript 1	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_711	chr15	63720697	63720746	+	1435	NA	intron (NR_120375, intron 4 of 6)	5S|rRNA|rRNA	38292	NR_120375	102723344	Hs.569500	NR_120375		LOC102723344	-	uncharacterized LOC102723344	ncRNA
