PeakID (cmd=annotatePeaks.pl 4E1-PMA-01_S10b_sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-PMA-01_S10b_sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-PMA-01_S10b_sorted_fstrand_peak_1908	chr17	37356565	37356640	+	2747	NA	exon (NM_000981, exon 1 of 6)	promoter-TSS (NM_000981)	66	NM_000981	6143	Hs.381061	NM_000981	ENSG00000108298	RPL19	L19	ribosomal protein L19	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4140	chr7	128337747	128337808	+	2725	NA	Intergenic--6920	5S|rRNA|rRNA	-11338	NM_001282789	84691	Hs.732440	NM_032599	ENSG00000135248	FAM71F1	FAM137A|NYD-SP18	family with sequence similarity 71, member F1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1747	chr17	8286450	8286511	+	2724	NA	5' UTR (NM_000987, exon 1 of 4)	promoter-TSS (NM_000987)	2	NM_001315530	6154	Hs.482144	NM_000987	ENSG00000161970	RPL26	DBA11|L26	ribosomal protein L26	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2871	chr20	60962123	60962233	+	2720	NA	5' UTR (NM_001024, exon 1 of 6)	promoter-TSS (NM_001024)	57	NM_001024	6227	Hs.190968	NM_001024	ENSG00000171858	RPS21	HLDF|S21	ribosomal protein S21	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3352	chr5	157403887	157403964	+	2715	NA	Intergenic--5220	U2|snRNA|snRNA	-117742	NM_014666	9685	Hs.644000	NM_014666	ENSG00000113282	CLINT1	CLINT|ENTH|EPN4|EPNR	clathrin interactor 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2845	chr20	47897225	47897298	+	2689	NA	non-coding (NR_003030, exon 1 of 1)	promoter-TSS (NR_003030)	41	NR_003030	692057		NR_003030	ENSG00000212304	SNORD12	HBII-99|MIR1259|MIRN1259	small nucleolar RNA, C/D box 12	snoRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_1141a	chr12	120729553	120729708	+	2600	NA	Intergenic--11066	U4|snRNA|snRNA	-10494	NM_012240	23409	Hs.50861	NM_012240	ENSG00000089163	SIRT4	SIR2L4	sirtuin 4	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1235	chr12	132515768	132515850	+	2584	NA	non-coding (NR_002979, exon 1 of 1)	promoter-TSS (NR_002979)	40	NR_002979	677829	Hs.742405	NR_002979	ENSG00000208892	SNORA49	ACA49	small nucleolar RNA, H/ACA box 49	snoRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_2953	chr3	164383722	164383772	+	2555	NA	Intergenic--3605	Intergenic	165521	NR_126405	104355289	Hs.574909	NR_126405	ENSG00000241767	LINC01324	-	long intergenic non-protein coding RNA 1324	ncRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_1573	chr15	69745157	69745304	+	2555	NA	5' UTR (NM_001003, exon 1 of 4)	promoter-TSS (NM_001003)	71	NM_213725	6176	Hs.356502	NM_001003	ENSG00000137818	RPLP1	LP1|P1|RPP1	ribosomal protein, large, P1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_810	chr11	62622079	62622168	+	2549	NA	non-coding (NR_002562, exon 1 of 1)	promoter-TSS (NR_002562)	44	NR_002562	9300		NR_002562	ENSG00000274544	SNORD28	RNU28|U28	small nucleolar RNA, C/D box 28	snoRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_3903	chr6	133135708	133135767	+	2524	NA	5' UTR (NM_001016, exon 1 of 6)	promoter-TSS (NM_001016)	29	NM_001016	6206	Hs.546289	NM_001016		RPS12	S12	ribosomal protein S12	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_270	chr1	149858145	149858232	+	2509	NA	exon (NM_003528, exon 1 of 1)	promoter-TSS (NM_003517)	44	NM_003528	8349	Hs.2178	NM_003528	ENSG00000184678	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	histone cluster 2, H2be	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_811	chr11	65267063	65267182	+	2506	NA	non-coding (NR_002819, exon 1 of 1)	non-coding (NR_002819, exon 1 of 1)	1889	NR_002819	378938	Hs.621695	NR_002819	ENSG00000251562	MALAT1	HCN|LINC00047|NCRNA00047|NEAT2|PRO2853|mascRNA	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_1346	chr14	74055506	74055567	+	2425	NA	Intergenic--11875	tRNA-Lys-AAA|tRNA|tRNA	-2874	NM_152331	122970	Hs.49433	NM_152331		ACOT4	PTE-Ib|PTE1B|PTE2B	acyl-CoA thioesterase 4	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1917	chr17	66015996	66016076	+	2408	NA	Intergenic--14058	tRNA-Arg-AGG|tRNA|tRNA	-15812	NM_002266	3838	Hs.594238	NM_002266	ENSG00000182481	KPNA2	IPOA1|QIP2|RCH1|SRP1alpha	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1802	chr17	37009921	37009986	+	2387	NA	exon (NM_000978, exon 1 of 5)	promoter-TSS (NM_000978)	100	NM_000978	9349	Hs.406300	NM_000978		RPL23	L23|rpL17	ribosomal protein L23	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1142b	chr12	120730887	120731041	+	2384	NA	Intergenic--11066	U4|snRNA|snRNA	-9160	NM_012240	23409	Hs.50861	NM_012240	ENSG00000089163	SIRT4	SIR2L4	sirtuin 4	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1544	chr16	2205015	2205106	+	2380	NA	non-coding (NR_002736, exon 1 of 1)	promoter-TSS (NR_002736)	46	NR_002736	26788		NR_002736	ENSG00000206630	SNORD60	RNU60|U60	small nucleolar RNA, C/D box 60	snoRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_2416	chr19	58898636	58898718	+	2379	NA	5' UTR (NM_001009, exon 1 of 6)	promoter-TSS (NR_039910)	41	NM_001009	6193	Hs.378103	NM_001009	ENSG00000083845	RPS5	S5	ribosomal protein S5	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1957	chr17	79479732	79479828	+	2375	NA	5' UTR (NM_001199954, exon 1 of 6)	non-coding (NR_037688, exon 1 of 7)	112	NM_001199954	71	Hs.514581	NM_001614	ENSG00000184009	ACTG1	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	actin gamma 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3064	chr3	39448212	39448266	+	2354	NA	5' UTR (NM_002295, exon 1 of 7)	promoter-TSS (NM_002295)	59	NM_001304288	3921	Hs.449909	NM_002295	ENSG00000168028	RPSA	37LRP|67LR|ICAS|LAMBR|LAMR1|LBP|LBP/p40|LRP|LRP/LR|NEM/1CHD4|SA|lamR|p40	ribosomal protein SA	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4542b	chrM	1529	1936	+	2350	NA	NA	Intergenic	NA	NA								
4E1-PMA-01_S10b_sorted_rstrand_peak_430	chr1	208189331	208189380	+	2313	NA	Intergenic--1486	MIR3|SINE|MIR	-104672	NM_001025109	947	Hs.374990	NM_001773	ENSG00000174059	CD34	-	CD34 molecule	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3837	chr6	44219813	44219943	+	2298	NA	exon (NM_007355, exon 10 of 12)	exon (NM_007355, exon 10 of 12)	2144	NR_039790	100616124		NR_039790	ENSG00000265700	MIR4647	mir-4647	microRNA 4647	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_4432	chrX	75875477	75875529	+	2275	NA	Intergenic--17096	5S|rRNA|rRNA	227457	NM_020932	57692	Hs.8453	NM_020932	ENSG00000198934	MAGEE1	DAMAGE|HCA1	MAGE family member E1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4539b	chrM	588	798	+	2214	NA	NA	Intergenic	NA	NA								
4E1-PMA-01_S10b_sorted_fstrand_peak_4416	chr9	98622194	98622251	+	2201	NA	intron (NR_023390, intron 1 of 2)	U2|snRNA|snRNA	-15678	NM_001010895	375748	Hs.432364	NM_020207	ENSG00000182150	ERCC6L2	BMFS2|C9orf102|RAD26L|SR278	excision repair cross-complementation group 6-like 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1160	chr12	98897287	98897366	+	2197	NA	intron (NR_038383, intron 1 of 3)	tRNA-Asp-GAY|tRNA|tRNA	307	NR_038383	643770	Hs.129589	NR_038383	ENSG00000245017	LOC643770	-	uncharacterized LOC643770	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_2164	chr19	39926504	39926588	+	2191	NA	5' UTR (NM_001020, exon 1 of 5)	promoter-TSS (NM_001020)	72	NM_001020	6217	Hs.397609	NM_001020	ENSG00000105193	RPS16	S16	ribosomal protein S16	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2467	chr2	33141275	33141368	+	2188	NA	intron (NR_027099, intron 5 of 5)	(G)n|Simple_repeat|Simple_repeat	-10873	NR_027097	100271832	Hs.743603	NR_027097		LOC100271832	-	uncharacterized LOC100271832	ncRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_3413	chr5	10250366	10250543	+	2182	NA	exon (NM_012073, exon 1 of 11)	promoter-TSS (NM_199133)	-195	NM_001306156	22948	Hs.1600	NM_012073	ENSG00000150753	CCT5	CCT-epsilon|CCTE|HEL-S-69|PNAS-102|TCP-1-epsilon	chaperonin containing TCP1, subunit 5 (epsilon)	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4006	chr8	56986381	56986460	+	2154	NA	non-coding (NR_002437, exon 1 of 1)	promoter-TSS (NR_002437)	40	NR_002437	26795		NR_002437	ENSG00000238650	SNORD54	RNU54|U54	small nucleolar RNA, C/D box 54	snoRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_4221b	chr9	35657736	35658017	+	2147	NA	non-coding (NR_003051, exon 1 of 1)	promoter-TSS (NM_001195217)	139	NR_003051	6023	Hs.587502	NR_003051	ENSG00000269900	RMRP	CHH|NME1|RMRPR|RRP2	RNA component of mitochondrial RNA processing endoribonuclease	ncRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_3754	chr6	27100821	27100919	+	2129	NA	exon (NM_021064, exon 1 of 1)	promoter-TSS (NM_021058)	53	NM_021064	8969	Hs.51011	NM_021064		HIST1H2AG	H2A.1b|H2A/p|H2AFP|H2AG|pH2A/f	histone cluster 1, H2ag	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4288	chr9	113018696	113018852	+	2112	NA	5' UTR (NM_003329, exon 1 of 5)	5' UTR (NM_003329, exon 1 of 5)	146	NM_003329	7295	Hs.435136	NM_003329	ENSG00000136810	TXN	TRDX|TRX|TRX1	thioredoxin	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3803	chr6	33239853	33239921	+	2110	NA	5' UTR (NM_022551, exon 1 of 6)	promoter-TSS (NM_022551)	35	NM_022551	6222	Hs.448854	NM_022551	ENSG00000231500	RPS18	D6S218E|HKE3|KE-3|KE3|S18	ribosomal protein S18	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_874	chr11	75110562	75110636	+	2108	NA	5' UTR (NM_001260507, exon 1 of 6)	promoter-TSS (NR_000005)	64	NM_001260506	6188	Hs.546286	NM_001005	ENSG00000149273	RPS3	S3	ribosomal protein S3	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_81a	chr1	28975112	28975313	+	2097	NA	non-coding (NR_004407, exon 1 of 1)	promoter-TSS (NR_004407)	100	NR_004407	26824	Hs.640266	NR_004407	ENSG00000270103	RNU11	RNU11-1|U11	RNA, U11 small nuclear	snRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_3465	chr6	28625994	28626060	+	2094	NA	Intergenic--5560	tRNA-Ala-GCY_|tRNA|tRNA	-70915	NM_052923	114821	Hs.176980	NM_052923	ENSG00000232040	ZBED9	Buster4|SCAND3|ZFP38-L|ZNF305P2|ZNF452|dJ1186N24.3	zinc finger, BED-type containing 9	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_152	chr1	45285538	45285671	+	2092	NA	3' UTR (NM_001166292, exon 23 of 23)	TTS (NM_001166292)	11450	NM_001136537	149478	Hs.632400	NM_001136537	ENSG00000222009	BTBD19	-	BTB (POZ) domain containing 19	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_808	chr11	62621129	62621204	+	2087	NA	non-coding (NR_002561, exon 1 of 1)	promoter-TSS (NR_002561)	38	NR_002561	9299		NR_002561	ENSG00000277846	SNORD30	RNU30|U30	small nucleolar RNA, C/D box 30	snoRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_1876	chr17	27047569	27047645	+	2083	NA	non-coding (NR_000013, exon 1 of 1)	promoter-TSS (NR_000013)	39	NR_000013	26808		NR_000013	ENSG00000238423	SNORD42B	RNU42B|U42B	small nucleolar RNA, C/D box 42B	snoRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_3753	chr7	25164806	25164881	+	2061	NA	5' UTR (NM_018947, exon 1 of 3)	5' UTR (NM_018947, exon 1 of 3)	137	NM_018947	54205	Hs.437060	NM_018947		CYCS	CYC|HCS|THC4	cytochrome c, somatic	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2013	chr17	62223441	62223529	+	2042	NA	non-coding (NR_004380, exon 1 of 1)	promoter-TSS (NR_004380)	47	NR_004380	692227		NR_004380	ENSG00000199753	SNORD104	U104	small nucleolar RNA, C/D box 104	snoRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_3345	chr4	109541724	109541797	+	2042	NA	5' UTR (NM_033625, exon 1 of 6)	promoter-TSS (NM_033625)	11	NM_033625	6164	Hs.438227	NM_000995	ENSG00000109475	RPL34	L34	ribosomal protein L34	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2622	chr20	57607286	57607404	+	2029	NA	5' UTR (NM_006886, exon 1 of 3)	promoter-TSS (NM_006886)	77	NM_006886	514	Hs.177530	NM_006886		ATP5E	ATPE|MC5DN3	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1182	chr12	104519012	104519077	+	2025	NA	intron (NM_006166, intron 4 of 7)	promoter-TSS (NR_106988).14	-9	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_809	chr11	62621373	62621440	+	2025	NA	non-coding (NR_002559, exon 1 of 1)	promoter-TSS (NR_002561)	34	NR_002559	9297		NR_002559		SNORD29	RNU29|U29	small nucleolar RNA, C/D box 29	snoRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_2001	chr17	57915293	57915409	+	2012	NA	intron (NM_030938, intron 10 of 11)	intron (NM_030938, intron 10 of 11)	-3276	NR_029493	406991	Hs.444569	NR_029493	ENSG00000199004	MIR21	MIRN21|hsa-mir-21|miR-21|miRNA21	microRNA 21	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_2880	chr3	101405488	101405561	+	2012	NA	5' UTR (NM_000986, exon 1 of 6)	promoter-TSS (NM_000986)	39	NM_000986	6152	Hs.477028	NM_000986	ENSG00000114391	RPL24	HEL-S-310|L24	ribosomal protein L24	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1610	chr15	96327894	96327971	+	1996	NA	Intergenic--12635	tRNA-Lys-AAG|tRNA|tRNA	351610	NR_027133	145820	Hs.652702	NR_027132	ENSG00000259134	LINC00924	-	long intergenic non-protein coding RNA 924	ncRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_1782	chr16	89627835	89627922	+	1986	NA	non-coding (NR_002450, exon 1 of 1)	promoter-TSS (NR_002450)	40	NR_002450	606500		NR_002450		SNORD68	HBII-202	small nucleolar RNA, C/D box 68	snoRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_144	chr1	52439083	52439141	+	1978	NA	intron (NM_002867, intron 2 of 4)	5S|rRNA|rRNA	17324	NM_002867	5865	Hs.123072	NM_002867	ENSG00000169213	RAB3B	-	RAB3B, member RAS oncogene family	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2916	chr21	47281666	47281726	+	1959	NA	intron (NM_001130141, intron 1 of 12)	intron (NM_001130141, intron 1 of 12)	11821	NM_001130141	54039	Hs.474049	NM_020528	ENSG00000183570	PCBP3	ALPHA-CP3	poly(rC) binding protein 3	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3922	chr7	148684251	148684341	+	1956	NA	Intergenic	promoter-TSS (NR_130107)	-323	NR_130107	102723099	Hs.621982	NR_130107	ENSG00000281189	GHET1	lncRNA-GHET1	gastric carcinoma proliferation enhancing transcript 1	ncRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_2379	chr19	50000977	50001060	+	1951	NA	non-coding (NR_001285, exon 1 of 1)	promoter-TSS (NR_001285)	42	NR_001285	84546		NR_001285	ENSG00000200530	SNORD35B	RNU35B|U35B	small nucleolar RNA, C/D box 35B	snoRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_2668	chr2	198365076	198365196	+	1937	NA	5' UTR (NM_002157, exon 1 of 4)	promoter-TSS (NM_199440)	-138	NM_199440	3329	Hs.595053	NM_002156	ENSG00000144381	HSPD1	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13	heat shock 60kDa protein 1 (chaperonin)	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_682	chr11	18416108	18416194	+	1919	NA	5' UTR (NM_001135239, exon 1 of 7)	non-coding (NR_028500, exon 1 of 7)	215	NM_001165416	3939	Hs.2795	NM_005566	ENSG00000134333	LDHA	GSD11|HEL-S-133P|LDHM|PIG19	lactate dehydrogenase A	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_177	chr1	76255162	76255247	+	1907	NA	non-coding (NR_002748, exon 1 of 1)	promoter-TSS (NR_002748)	42	NR_002748	26804		NR_002748	ENSG00000201487	SNORD45B	RNU45B|U45b	small nucleolar RNA, C/D box 45B	snoRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_2420	chr2	58562	58612	+	1903	NA	Intergenic--1736	MER52-int|LTR|ERV1	-11999	NM_001077710	642273	Hs.8379	NM_001077710	ENSG00000184731	FAM110C	-	family with sequence similarity 110, member C	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4545a	chrM	2839	3248	+	1897	NA	NA	Intergenic	NA	NA								
4E1-PMA-01_S10b_sorted_rstrand_peak_1586	chr16	22207010	22207113	+	1890	NA	Intergenic--12904	tRNA-Leu-CTA|tRNA|tRNA	-10531	NM_013302	29904	Hs.498892	NM_013302	ENSG00000103319	EEF2K	HSU93850|eEF-2K	eukaryotic elongation factor 2 kinase	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2377	chr19	49994432	49994521	+	1889	NA	non-coding (NR_000018, exon 1 of 1)	promoter-TSS (NR_000018)	44	NR_000018	26816		NR_000018	ENSG00000200259	SNORD35A	RNU35|RNU35A|U35	small nucleolar RNA, C/D box 35A	snoRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_97	chr1	28906337	28906391	+	1878	NA	non-coding (NR_002987, exon 1 of 1)	promoter-TSS (NR_002987)	41	NR_002987	677838	Hs.632377	NR_002987	ENSG00000278274	SNORA61	ACA61	small nucleolar RNA, H/ACA box 61	snoRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_2015a	chr18	47018021	47018190	+	1873	NA	5' UTR (NM_000985, exon 2 of 7)	promoter-TSS (NM_001199355)	-6	NR_002572	26790		NR_002572	ENSG00000271982	SNORD58B	RNU58B|U58b	small nucleolar RNA, C/D box 58B	snoRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_4026	chr8	67834697	67834786	+	1869	NA	non-coding (NR_002598, exon 1 of 1)	promoter-TSS (NR_002598)	43	NR_002598	641648		NR_002598	ENSG00000254341	SNORD87	HBII-276|U87	small nucleolar RNA, C/D box 87	snoRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_830	chr11	65625529	65625651	+	1863	NA	5' UTR (NM_005507, exon 1 of 4)	5' UTR (NM_005507, exon 1 of 4)	214	NM_005507	1072	Hs.170622	NM_005507	ENSG00000172757	CFL1	CFL|HEL-S-15|cofilin	cofilin 1 (non-muscle)	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_199	chr1	94313178	94313229	+	1853	NA	Intergenic	promoter-TSS (NM_001261408)	-497	NM_001261408	8412	Hs.36958	NM_003567	ENSG00000137936	BCAR3	NSP2|SH2D3B	breast cancer anti-estrogen resistance 3	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2532	chr2	232366836	232366912	+	1844	NA	Intergenic--2773	U2|snRNA|snRNA	12176	NR_024079	151477	Hs.375211	NM_173513	ENSG00000181798	LINC00471	C2orf52	long intergenic non-protein coding RNA 471	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_3762	chr7	26240267	26240369	+	1839	NA	5' UTR (NM_031243, exon 1 of 12)	promoter-TSS (NM_031243)	95	NM_002137	3181	Hs.487774	NM_002137	ENSG00000122566	HNRNPA2B1	HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1	heterogeneous nuclear ribonucleoprotein A2/B1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2537	chr2	85132778	85132854	+	1838	NA	5' UTR (NM_021103, exon 1 of 3)	promoter-TSS (NM_021103)	53	NM_021103	9168	Hs.446574	NM_021103	ENSG00000034510	TMSB10	MIG12|TB10	thymosin beta 10	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2973	chr3	181540692	181540780	+	1835	NA	Intergenic--3670	5S|rRNA|rRNA	111024	NM_003106	6657	Hs.518438	NM_003106	ENSG00000181449	SOX2	ANOP3|MCOPS3	SRY box 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3934	chr6	153741607	153741657	+	1828	NA	non-coding (NR_106988, exon 1 of 1).23	promoter-TSS (NR_106988).23	20	NR_106988	102465753		NR_106988		MIR7641-2	B-ATF|hsa-mir-7641-2	microRNA 7641-2	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_2230	chr19	58024383	58024432	+	1827	NA	exon (NM_001304335, exon 5 of 5)	exon (NM_001304335, exon 5 of 5)	13185	NM_001304334	374928	Hs.579576	NM_198542	ENSG00000152439	ZNF773	ZNF419B	zinc finger protein 773	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1013	chr12	49525064	49525180	+	1821	NA	5' UTR (NM_006082, exon 1 of 4)	5' UTR (NM_006082, exon 1 of 4)	182	NM_006082	10376	Hs.524390	NM_006082	ENSG00000123416	TUBA1B	K-ALPHA-1	tubulin, alpha 1b	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3442	chr6	27114533	27114634	+	1786	NA	5' UTR (NM_080593, exon 1 of 2)	promoter-TSS (NM_080593)	54	NM_001312653	85236	Hs.437275	NM_080593		HIST1H2BK	H2B/S|H2BFAiii|H2BFT|H2BK	histone cluster 1, H2bk	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3834	chr6	44214835	44214923	+	1769	NA	5' UTR (NM_007355, exon 1 of 12)	5' UTR (NM_007355, exon 1 of 12)	184	NM_001271972	3326	Hs.509736	NM_007355	ENSG00000096384	HSP90AB1	D6S182|HSP84|HSP90B|HSPC2|HSPCB	heat shock protein 90kDa alpha (cytosolic), class B member 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4412	chr9	91926110	91926237	+	1762	NA	5' UTR (NM_001827, exon 1 of 3)	promoter-TSS (NR_036108)	63	NM_001827	1164	Hs.83758	NM_001827	ENSG00000123975	CKS2	CKSHS2	CDC28 protein kinase regulatory subunit 2	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4159	chr8	146017707	146017801	+	1754	NA	5' UTR (NM_000973, exon 1 of 6)	promoter-TSS (NM_033301)	-25	NM_033301	6132	Hs.178551	NM_000973	ENSG00000161016	RPL8	L8	ribosomal protein L8	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3510	chr6	34393754	34393854	+	1738	NA	5' UTR (NM_001203245, exon 1 of 6)	promoter-TSS (NM_001202470)	14	NM_001203245	6204	Hs.406620	NM_001014	ENSG00000124614	RPS10	DBA9|S10	ribosomal protein S10	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3800	chr6	31804852	31804930	+	1725	NA	non-coding (NR_002742, exon 1 of 1)	promoter-TSS (NR_002742)	38	NR_002742	26797		NR_002742	ENSG00000201754	SNORD52	RNU52|U52	small nucleolar RNA, C/D box 52	snoRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_2031	chr17	72199818	72199916	+	1699	NA	5' UTR (NM_000999, exon 1 of 5)	promoter-TSS (NM_001035258)	72	NM_001035258	6169	Hs.380953	NM_000999	ENSG00000172809	RPL38	L38	ribosomal protein L38	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_935	chr11	123172180	123172254	+	1693	NA	Intergenic--10208	U8|snRNA|snRNA	80003	NR_039714	100616319		NR_039714	ENSG00000265357	MIR4493	-	microRNA 4493	ncRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_2376	chr19	49994164	49994243	+	1691	NA	non-coding (NR_000019, exon 1 of 1)	promoter-TSS (NR_000019)	39	NR_000019	26817		NR_000019	ENSG00000202503	SNORD34	RNU34|U34	small nucleolar RNA, C/D box 34	snoRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_3241	chr3	197677062	197677133	+	1689	NA	5' UTR (NM_001316311, exon 1 of 5)	promoter-TSS (NM_000996)	2	NM_001316311	6165	Hs.529631	NM_000996	ENSG00000182899	RPL35A	DBA5|L35A	ribosomal protein L35a	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_790	chr11	64915060	64915144	+	1670	NA	Intergenic--9830	U2|snRNA|snRNA	-13099	NM_032431	84447	Hs.75859	NM_032431	ENSG00000162298	SYVN1	DER3|HRD1	synovial apoptosis inhibitor 1, synoviolin	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_825	chr11	64889536	64889657	+	1668	NA	5' UTR (NM_001997, exon 1 of 5)	promoter-TSS (NM_001997)	-59	NR_037567	740	Hs.744882	NM_004927	ENSG00000149792	MRPL49	C11orf4|L49mt|MRP-L49|NOF|NOF1	mitochondrial ribosomal protein L49	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3569	chr5	121640144	121640193	+	1660	NA	Intergenic--4965	Intergenic	-7218	NR_131762	9627	Hs.426463	NM_005460	ENSG00000064692	SNCAIP	SYPH1|Sph1	synuclein alpha interacting protein	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2322	chr19	39897487	39897560	+	1655	NA	5' UTR (NM_003407, exon 1 of 2)	promoter-TSS (NM_003407)	36	NM_003407	7538	Hs.534052	NM_003407	ENSG00000128016	ZFP36	G0S24|GOS24|NUP475|RNF162A|TIS11|TTP|zfp-36	ZFP36 ring finger protein	protein-coding
